algorithm,num_agents,num_items,distribution,min_value,sum_value,execution_time
Markakis&Psomas,20,200,exponential,170.0,13415.0,0.094024658203125
RoundRobin,20,200,exponential,193.0,5830.0,0.0
Sequential,20,200,exponential,125.0,3451.0,0.0
Markakis&Psomas,20,200,exponential,161.0,13774.0,0.08966350555419922
RoundRobin,20,200,exponential,142.0,6557.0,0.0
Sequential,20,200,exponential,125.0,3361.0,0.0
Markakis&Psomas,20,500,uniform,1179.0,42592.0,0.1539008617401123
RoundRobin,20,500,uniform,1067.0,25557.0,0.0023953914642333984
Sequential,20,500,uniform,99.0,1980.0,0.0003960132598876953
Markakis&Psomas,20,500,uniform,1168.0,42528.0,0.2484598159790039
RoundRobin,20,500,uniform,975.0,24850.0,0.0
Sequential,20,500,uniform,99.0,1980.0,0.00244140625
Markakis&Psomas,20,500,uniform,1176.0,42983.0,0.17021679878234863
RoundRobin,20,500,uniform,942.0,25134.0,0.006094455718994141
Sequential,20,500,uniform,99.0,1980.0,0.0036208629608154297
Markakis&Psomas,20,500,uniform,1172.0,42546.0,0.16555190086364746
RoundRobin,20,500,uniform,963.0,24669.0,0.0
Sequential,20,500,uniform,99.0,1980.0,0.003437519073486328
Markakis&Psomas,20,500,uniform,1178.0,42502.0,0.17922091484069824
RoundRobin,20,500,uniform,1004.0,25505.0,0.004976034164428711
Sequential,20,500,uniform,99.0,1980.0,0.002603292465209961
Markakis&Psomas,20,500,normal,1136.0,39397.0,0.1686549186706543
RoundRobin,20,500,normal,1083.0,25216.0,0.0010085105895996094
Sequential,20,500,normal,98.0,2172.0,0.0
Markakis&Psomas,20,500,normal,1107.0,39655.0,0.1760997772216797
RoundRobin,20,500,normal,1100.0,24103.0,0.0
Sequential,20,500,normal,99.0,2207.0,0.0
Markakis&Psomas,20,500,normal,1165.0,40058.0,0.25320005416870117
RoundRobin,20,500,normal,1124.0,24886.0,0.0003342628479003906
Sequential,20,500,normal,100.0,2207.0,0.0050427913665771484
Markakis&Psomas,20,500,normal,1179.0,40116.0,0.1822035312652588
RoundRobin,20,500,normal,1003.0,25112.0,0.0
Sequential,20,500,normal,102.0,2234.0,0.0
Markakis&Psomas,20,500,normal,1147.0,39928.0,0.17734622955322266
RoundRobin,20,500,normal,1094.0,25275.0,0.0
Sequential,20,500,normal,98.0,2175.0,0.007053375244140625
Markakis&Psomas,20,500,exponential,560.0,36044.0,0.19245076179504395
RoundRobin,20,500,exponential,483.0,14760.0,0.0017175674438476562
Sequential,20,500,exponential,147.0,3822.0,0.006090641021728516
Markakis&Psomas,20,500,exponential,599.0,36172.0,0.19364356994628906
RoundRobin,20,500,exponential,483.0,14670.0,0.0
Sequential,20,500,exponential,142.0,4014.0,0.0
Markakis&Psomas,20,500,exponential,561.0,36446.0,0.1818256378173828
RoundRobin,20,500,exponential,512.0,13673.0,0.0034890174865722656
Sequential,20,500,exponential,151.0,3790.0,0.0058629512786865234
Markakis&Psomas,20,500,exponential,590.0,36325.0,0.23327875137329102
RoundRobin,20,500,exponential,442.0,15651.0,0.0007131099700927734
Sequential,20,500,exponential,167.0,4097.0,0.0
Markakis&Psomas,20,500,exponential,596.0,35344.0,0.17217803001403809
RoundRobin,20,500,exponential,446.0,14516.0,0.0
Sequential,20,500,exponential,149.0,4098.0,0.008111000061035156
Markakis&Psomas,20,1000,uniform,2351.0,84835.0,0.2744269371032715
RoundRobin,20,1000,uniform,2172.0,50553.0,0.0010075569152832031
Sequential,20,1000,uniform,99.0,1980.0,0.008575916290283203
Markakis&Psomas,20,1000,uniform,2355.0,85105.0,0.27541637420654297
RoundRobin,20,1000,uniform,2387.0,52021.0,0.0
Sequential,20,1000,uniform,99.0,1980.0,0.006779909133911133
Markakis&Psomas,20,1000,uniform,2365.0,85507.0,0.26921558380126953
RoundRobin,20,1000,uniform,2250.0,51066.0,0.0
Sequential,20,1000,uniform,99.0,1980.0,0.010993003845214844
Markakis&Psomas,20,1000,uniform,2359.0,84949.0,0.3392620086669922
RoundRobin,20,1000,uniform,2139.0,49309.0,0.0032508373260498047
Sequential,20,1000,uniform,99.0,1980.0,0.0057222843170166016
Markakis&Psomas,20,1000,uniform,2351.0,85633.0,0.29877519607543945
RoundRobin,20,1000,uniform,2178.0,51491.0,0.0
Sequential,20,1000,uniform,99.0,1980.0,0.010750055313110352
Markakis&Psomas,20,1000,normal,2380.0,79130.0,0.3264622688293457
RoundRobin,20,1000,normal,2248.0,49364.0,0.0013828277587890625
Sequential,20,1000,normal,103.0,2241.0,0.012020349502563477
Markakis&Psomas,20,1000,normal,2370.0,79459.0,0.31064915657043457
RoundRobin,20,1000,normal,2239.0,49338.0,0.0008153915405273438
Sequential,20,1000,normal,105.0,2298.0,0.006723642349243164
Markakis&Psomas,20,1000,normal,2378.0,79101.0,0.3254735469818115
RoundRobin,20,1000,normal,2169.0,50127.0,0.0
Sequential,20,1000,normal,98.0,2262.0,0.009050369262695312
Markakis&Psomas,20,1000,normal,2362.0,79382.0,0.33568477630615234
RoundRobin,20,1000,normal,2317.0,49415.0,0.0016467571258544922
Sequential,20,1000,normal,105.0,2316.0,0.005529642105102539
Markakis&Psomas,20,1000,normal,2416.0,79445.0,0.28693437576293945
RoundRobin,20,1000,normal,2353.0,51375.0,0.003057718276977539
Sequential,20,1000,normal,104.0,2273.0,0.008945465087890625
Markakis&Psomas,20,1000,exponential,1210.0,73421.0,0.29136085510253906
RoundRobin,20,1000,exponential,1168.0,30160.0,0.005075931549072266
Sequential,20,1000,exponential,172.0,4564.0,0.002469778060913086
Markakis&Psomas,20,1000,exponential,1321.0,74878.0,0.37958502769470215
RoundRobin,20,1000,exponential,1162.0,29089.0,0.0
Sequential,20,1000,exponential,172.0,4388.0,0.010686874389648438
Markakis&Psomas,20,1000,exponential,1249.0,73515.0,0.3214242458343506
RoundRobin,20,1000,exponential,1161.0,30591.0,0.0
Sequential,20,1000,exponential,174.0,4267.0,0.0062103271484375
Markakis&Psomas,20,1000,exponential,1276.0,72922.0,0.2834804058074951
RoundRobin,20,1000,exponential,1204.0,29609.0,0.002288818359375
Sequential,20,1000,exponential,166.0,4302.0,0.009121894836425781
Markakis&Psomas,20,1000,exponential,1316.0,73017.0,0.2884805202484131
RoundRobin,20,1000,exponential,1132.0,28723.0,0.0022459030151367188
Sequential,20,1000,exponential,168.0,4446.0,0.005845546722412109
Markakis&Psomas,50,100,uniform,95.0,8809.0,0.44434142112731934
RoundRobin,50,100,uniform,6.0,5095.0,0.0
Sequential,50,100,uniform,94.0,4906.0,0.0
Markakis&Psomas,50,100,uniform,95.0,8764.0,0.3223700523376465
RoundRobin,50,100,uniform,17.0,5346.0,0.0032525062561035156
Sequential,50,100,uniform,92.0,4912.0,0.0014870166778564453
Markakis&Psomas,50,100,uniform,95.0,8922.0,0.3717923164367676
RoundRobin,50,100,uniform,21.0,5163.0,0.0
Sequential,50,100,uniform,95.0,4894.0,0.008178472518920898
Markakis&Psomas,50,100,uniform,97.0,8989.0,0.34549379348754883
RoundRobin,50,100,uniform,11.0,5078.0,0.0
Sequential,50,100,uniform,93.0,4910.0,0.0
Markakis&Psomas,50,100,uniform,95.0,8841.0,0.3272056579589844
RoundRobin,50,100,uniform,17.0,5147.0,0.0
Sequential,50,100,uniform,95.0,4908.0,0.0048563480377197266
Markakis&Psomas,50,100,normal,84.0,8354.0,0.41135597229003906
RoundRobin,50,100,normal,30.0,4707.0,0.0
Sequential,50,100,normal,80.0,4859.0,0.0
Markakis&Psomas,50,100,normal,86.0,8438.0,0.3102385997772217
RoundRobin,50,100,normal,49.0,5010.0,0.0
Sequential,50,100,normal,83.0,4947.0,0.0
Markakis&Psomas,50,100,normal,77.0,8119.0,0.2973043918609619
RoundRobin,50,100,normal,52.0,4915.0,0.0
Sequential,50,100,normal,77.0,4790.0,0.0
Markakis&Psomas,50,100,normal,84.0,8188.0,0.34684062004089355
RoundRobin,50,100,normal,46.0,5057.0,0.0
Sequential,50,100,normal,83.0,4824.0,0.0
Markakis&Psomas,50,100,normal,88.0,8516.0,0.28882908821105957
RoundRobin,50,100,normal,50.0,4857.0,0.0
Sequential,50,100,normal,84.0,4987.0,0.0016562938690185547
Markakis&Psomas,50,100,exponential,105.0,9979.0,0.317227840423584
RoundRobin,50,100,exponential,2.0,2704.0,0.0
Sequential,50,100,exponential,96.0,7652.0,0.004837989807128906
Markakis&Psomas,50,100,exponential,97.0,9207.0,0.2837646007537842
RoundRobin,50,100,exponential,6.0,3303.0,0.0
Sequential,50,100,exponential,76.0,7216.0,0.0
Markakis&Psomas,50,100,exponential,89.0,9582.0,0.2806854248046875
RoundRobin,50,100,exponential,4.0,2865.0,0.0
Sequential,50,100,exponential,78.0,7233.0,0.0
Markakis&Psomas,50,100,exponential,89.0,9634.0,0.3065507411956787
RoundRobin,50,100,exponential,8.0,2991.0,0.0
Sequential,50,100,exponential,89.0,7509.0,0.0
Markakis&Psomas,50,100,exponential,75.0,9443.0,0.4031968116760254
RoundRobin,50,100,exponential,4.0,2964.0,0.0
Sequential,50,100,exponential,75.0,7388.0,0.00044608116149902344
Markakis&Psomas,50,200,uniform,99.0,17848.0,0.5796482563018799
RoundRobin,50,200,uniform,66.0,9765.0,0.0
Sequential,50,200,uniform,98.0,4944.0,0.0034902095794677734
Markakis&Psomas,50,200,uniform,98.0,17799.0,0.4819474220275879
RoundRobin,50,200,uniform,109.0,10402.0,0.0
Sequential,50,200,uniform,96.0,4935.0,0.004996299743652344
Markakis&Psomas,50,200,uniform,99.0,17729.0,0.49593114852905273
RoundRobin,50,200,uniform,74.0,10272.0,0.0
Sequential,50,200,uniform,98.0,4946.0,0.003651857376098633
Markakis&Psomas,50,200,uniform,99.0,17705.0,0.49007511138916016
RoundRobin,50,200,uniform,103.0,10096.0,0.0005459785461425781
Sequential,50,200,uniform,95.0,4941.0,0.0012426376342773438
Markakis&Psomas,50,200,uniform,98.0,17656.0,0.455768346786499
RoundRobin,50,200,uniform,101.0,9922.0,0.0
Sequential,50,200,uniform,97.0,4936.0,0.005470752716064453
Markakis&Psomas,50,200,normal,99.0,16979.0,0.6496133804321289
RoundRobin,50,200,normal,92.0,10102.0,0.0
Sequential,50,200,normal,91.0,5162.0,0.006621599197387695
Markakis&Psomas,50,200,normal,108.0,16784.0,0.5122759342193604
RoundRobin,50,200,normal,62.0,9912.0,0.0
Sequential,50,200,normal,89.0,5214.0,0.007132530212402344
Markakis&Psomas,50,200,normal,107.0,16886.0,0.6533901691436768
RoundRobin,50,200,normal,121.0,9735.0,0.0
Sequential,50,200,normal,91.0,5159.0,0.0046443939208984375
Markakis&Psomas,50,200,normal,106.0,16806.0,0.5688121318817139
RoundRobin,50,200,normal,106.0,9375.0,0.0
Sequential,50,200,normal,90.0,5220.0,0.0
Markakis&Psomas,50,200,normal,106.0,16947.0,0.44466519355773926
RoundRobin,50,200,normal,113.0,9406.0,0.0
Sequential,50,200,normal,90.0,5209.0,0.0
Markakis&Psomas,50,200,exponential,122.0,17089.0,0.5215024948120117
RoundRobin,50,200,exponential,27.0,5285.0,0.0020101070404052734
Sequential,50,200,exponential,122.0,8922.0,0.003889799118041992
Markakis&Psomas,50,200,exponential,119.0,17262.0,0.6024339199066162
RoundRobin,50,200,exponential,26.0,5713.0,0.0
Sequential,50,200,exponential,119.0,8907.0,0.004512786865234375
Markakis&Psomas,50,200,exponential,125.0,16970.0,0.5870246887207031
RoundRobin,50,200,exponential,29.0,6155.0,0.0
Sequential,50,200,exponential,102.0,8434.0,0.006351470947265625
Markakis&Psomas,50,200,exponential,116.0,16642.0,0.6719932556152344
RoundRobin,50,200,exponential,40.0,5717.0,0.0
Sequential,50,200,exponential,112.0,8890.0,0.0
Markakis&Psomas,50,200,exponential,119.0,16496.0,0.575791597366333
RoundRobin,50,200,exponential,39.0,5855.0,0.0
Sequential,50,200,exponential,107.0,8320.0,0.0
Markakis&Psomas,50,500,uniform,396.0,44859.0,1.1235697269439697
RoundRobin,50,500,uniform,281.0,25457.0,0.0
Sequential,50,500,uniform,99.0,4950.0,0.008377552032470703
Markakis&Psomas,50,500,uniform,395.0,44557.0,1.1416194438934326
RoundRobin,50,500,uniform,348.0,25219.0,0.0
Sequential,50,500,uniform,98.0,4949.0,0.007426023483276367
Markakis&Psomas,50,500,uniform,393.0,45381.0,1.0897750854492188
RoundRobin,50,500,uniform,250.0,24652.0,0.0018308162689208984
Sequential,50,500,uniform,98.0,4949.0,0.008174657821655273
Markakis&Psomas,50,500,uniform,395.0,44867.0,1.0265867710113525
RoundRobin,50,500,uniform,226.0,26230.0,0.0
Sequential,50,500,uniform,99.0,4950.0,0.011560916900634766
Markakis&Psomas,50,500,uniform,394.0,44934.0,1.061241626739502
RoundRobin,50,500,uniform,342.0,24809.0,0.0
Sequential,50,500,uniform,99.0,4950.0,0.007708072662353516
Markakis&Psomas,50,500,normal,409.0,42984.0,0.960810661315918
RoundRobin,50,500,normal,371.0,24668.0,0.006777286529541016
Sequential,50,500,normal,98.0,5533.0,0.008865118026733398
Markakis&Psomas,50,500,normal,415.0,42919.0,1.0256083011627197
RoundRobin,50,500,normal,403.0,25437.0,0.0047414302825927734
Sequential,50,500,normal,97.0,5491.0,0.009163141250610352
Markakis&Psomas,50,500,normal,406.0,42940.0,1.0319271087646484
RoundRobin,50,500,normal,338.0,24790.0,0.0
Sequential,50,500,normal,97.0,5509.0,0.012647867202758789
Markakis&Psomas,50,500,normal,409.0,43496.0,0.9598708152770996
RoundRobin,50,500,normal,341.0,24318.0,0.005486011505126953
Sequential,50,500,normal,97.0,5522.0,0.009333133697509766
Markakis&Psomas,50,500,normal,411.0,43166.0,0.9390964508056641
RoundRobin,50,500,normal,367.0,24425.0,0.0
Sequential,50,500,normal,95.0,5551.0,0.004678010940551758
Markakis&Psomas,50,500,exponential,157.0,40663.0,1.0393280982971191
RoundRobin,50,500,exponential,119.0,14893.0,0.0
Sequential,50,500,exponential,151.0,9825.0,0.008176803588867188
Markakis&Psomas,50,500,exponential,176.0,41887.0,1.1328709125518799
RoundRobin,50,500,exponential,111.0,15087.0,0.004426717758178711
Sequential,50,500,exponential,150.0,9798.0,0.011605978012084961
Markakis&Psomas,50,500,exponential,182.0,41163.0,1.1002528667449951
RoundRobin,50,500,exponential,129.0,15247.0,0.0
Sequential,50,500,exponential,132.0,10162.0,0.015846729278564453
Markakis&Psomas,50,500,exponential,168.0,42202.0,1.041494607925415
RoundRobin,50,500,exponential,128.0,15202.0,0.0
Sequential,50,500,exponential,142.0,10067.0,0.009956598281860352
Markakis&Psomas,50,500,exponential,175.0,42120.0,1.2148611545562744
RoundRobin,50,500,exponential,131.0,13242.0,0.0
Sequential,50,500,exponential,140.0,10333.0,0.013494729995727539
Markakis&Psomas,50,1000,uniform,890.0,89897.0,1.8572654724121094
RoundRobin,50,1000,uniform,791.0,51127.0,0.002902984619140625
Sequential,50,1000,uniform,99.0,4950.0,0.02242445945739746
Markakis&Psomas,50,1000,uniform,891.0,90306.0,1.9709131717681885
RoundRobin,50,1000,uniform,753.0,49587.0,0.008383035659790039
Sequential,50,1000,uniform,99.0,4950.0,0.01613020896911621
Markakis&Psomas,50,1000,uniform,889.0,89922.0,1.7222721576690674
RoundRobin,50,1000,uniform,740.0,51331.0,0.005518198013305664
Sequential,50,1000,uniform,99.0,4950.0,0.016715288162231445
Markakis&Psomas,50,1000,uniform,888.0,89341.0,1.628978967666626
RoundRobin,50,1000,uniform,696.0,49790.0,0.001497507095336914
Sequential,50,1000,uniform,99.0,4950.0,0.018765687942504883
Markakis&Psomas,50,1000,uniform,891.0,89999.0,1.6631720066070557
RoundRobin,50,1000,uniform,604.0,49512.0,0.007804393768310547
Sequential,50,1000,uniform,99.0,4950.0,0.017032384872436523
Markakis&Psomas,50,1000,normal,897.0,86435.0,1.6638243198394775
RoundRobin,50,1000,normal,768.0,49072.0,0.0017104148864746094
Sequential,50,1000,normal,101.0,5658.0,0.021682262420654297
Markakis&Psomas,50,1000,normal,870.0,86711.0,1.7128076553344727
RoundRobin,50,1000,normal,787.0,49116.0,0.0
Sequential,50,1000,normal,103.0,5782.0,0.020381450653076172
Markakis&Psomas,50,1000,normal,891.0,86388.0,1.784210443496704
RoundRobin,50,1000,normal,823.0,49971.0,0.004372835159301758
Sequential,50,1000,normal,100.0,5712.0,0.01883864402770996
Markakis&Psomas,50,1000,normal,878.0,85980.0,1.730849266052246
RoundRobin,50,1000,normal,799.0,49558.0,0.0036444664001464844
Sequential,50,1000,normal,102.0,5652.0,0.017955541610717773
Markakis&Psomas,50,1000,normal,887.0,86332.0,1.7774457931518555
RoundRobin,50,1000,normal,790.0,50005.0,0.002312183380126953
Sequential,50,1000,normal,101.0,5717.0,0.020229339599609375
Markakis&Psomas,50,1000,exponential,331.0,85322.0,1.939317226409912
RoundRobin,50,1000,exponential,308.0,28043.0,0.003823518753051758
Sequential,50,1000,exponential,173.0,11687.0,0.023983478546142578
Markakis&Psomas,50,1000,exponential,408.0,86329.0,1.7988660335540771
RoundRobin,50,1000,exponential,296.0,29753.0,0.0013806819915771484
Sequential,50,1000,exponential,160.0,11088.0,0.016958236694335938
Markakis&Psomas,50,1000,exponential,331.0,85723.0,1.8347256183624268
RoundRobin,50,1000,exponential,389.0,31320.0,0.0
Sequential,50,1000,exponential,171.0,11158.0,0.016847848892211914
Markakis&Psomas,50,1000,exponential,314.0,86524.0,1.8180203437805176
RoundRobin,50,1000,exponential,339.0,29557.0,0.006827592849731445
Sequential,50,1000,exponential,166.0,11017.0,0.018678903579711914
Markakis&Psomas,50,1000,exponential,310.0,85213.0,1.904799461364746
RoundRobin,50,1000,exponential,259.0,27976.0,0.00861215591430664
Sequential,50,1000,exponential,171.0,11173.0,0.019362688064575195
