max_total_agent_capacity,algorithm,random_seed,utilitarian_value,egalitarian_value,max_envy,mean_envy,max_deficit,mean_deficit,num_with_top_1,num_with_top_2,num_with_top_3,runtime
1000,iterated_maximum_matching_unadjusted,0,93.6971321964226,66.60000000000001,64.83253588516746,3.9322727252355967,4,0.6256410256410256,195,195,195,0.3250053999945521
1000,iterated_maximum_matching_unadjusted,1,93.76372640497908,50.0,64.83253588516746,4.580196432423383,4,0.601010101010101,198,198,198,0.3474741999525577
1000,iterated_maximum_matching_unadjusted,2,92.86367067257996,50.0,64.83253588516746,4.198116427187166,4,0.7422680412371134,194,194,194,0.3281561000039801
1000,iterated_maximum_matching_unadjusted,3,94.5733935455966,66.60000000000001,64.83253588516746,1.2746755038951474,4,0.4764397905759162,191,191,191,0.3043258000398054
1000,iterated_maximum_matching_unadjusted,4,92.84580285582588,50.0,64.83253588516746,4.890182828688659,4,0.5279187817258884,197,197,197,0.3306766001041978
1000,iterated_maximum_matching_unadjusted,5,93.2141132236637,66.60000000000001,64.83253588516746,4.451385465347497,4,0.3692307692307692,195,195,195,0.3326670000096783
1000,iterated_maximum_matching_unadjusted,6,94.27600559418654,66.60000000000001,66.26794258373205,4.069569862130419,4,0.5076142131979695,197,197,197,0.3243445999687537
1000,iterated_maximum_matching_unadjusted,7,93.91514239736064,50.0,64.83253588516746,3.412495876066522,4,0.4256410256410256,195,195,195,0.2872093999758363
1000,iterated_maximum_matching_unadjusted,8,93.87721422478548,66.60000000000001,64.83253588516746,2.67739222404941,4,0.4870466321243523,193,193,193,0.3363994000246748
1000,iterated_maximum_matching_unadjusted,9,93.60698940889388,66.60000000000001,64.83253588516746,2.3399161392338064,4,0.5773195876288659,194,194,194,0.3595272999955341
1000,iterated_maximum_matching_adjusted,0,93.6971321964226,66.60000000000001,64.83253588516746,3.9322727252355967,4,0.6256410256410256,195,195,195,0.2940654000267386
1000,iterated_maximum_matching_adjusted,1,93.76372640497908,50.0,64.83253588516746,4.580196432423383,4,0.601010101010101,198,198,198,0.3575798000674695
1000,iterated_maximum_matching_adjusted,2,92.86367067257996,50.0,64.83253588516746,4.198116427187166,4,0.7422680412371134,194,194,194,0.3244816999649629
1000,iterated_maximum_matching_adjusted,3,94.5733935455966,66.60000000000001,64.83253588516746,1.2746755038951474,4,0.4764397905759162,191,191,191,0.3291216000216082
1000,iterated_maximum_matching_adjusted,4,92.84580285582588,50.0,64.83253588516746,4.890182828688659,4,0.5279187817258884,197,197,197,0.361779100028798
1000,iterated_maximum_matching_adjusted,5,93.2141132236637,66.60000000000001,64.83253588516746,4.451385465347497,4,0.3692307692307692,195,195,195,0.3848520999308675
1000,iterated_maximum_matching_adjusted,6,94.27600559418654,66.60000000000001,66.26794258373205,4.069569862130419,4,0.5076142131979695,197,197,197,0.3502983000362292
1000,iterated_maximum_matching_adjusted,7,93.91514239736064,50.0,64.83253588516746,3.412495876066522,4,0.4256410256410256,195,195,195,0.3271209000376984
1000,iterated_maximum_matching_adjusted,8,93.87721422478548,66.60000000000001,64.83253588516746,2.67739222404941,4,0.4870466321243523,193,193,193,0.3500292999669909
1000,iterated_maximum_matching_adjusted,9,93.60698940889388,66.60000000000001,64.83253588516746,2.3399161392338064,4,0.5773195876288659,194,194,194,0.3355106000090018
1000,TTC_function,0,93.72812595410824,66.60000000000001,64.83253588516746,3.3598618830740827,4,0.6256410256410256,195,195,195,0.0799727999838069
1000,TTC_function,1,93.84571187069352,50.0,64.83253588516746,3.753016958639449,4,0.601010101010101,198,198,198,0.0702879000455141
1000,TTC_function,2,92.86628130422494,50.0,64.83253588516746,4.45430255642648,4,0.7422680412371134,194,194,194,0.0727338000433519
1000,TTC_function,3,94.30112637691,66.60000000000001,64.83253588516746,1.4459425497923617,4,0.4764397905759162,191,191,191,0.0854619999881833
1000,TTC_function,4,92.8031723024295,50.0,64.83253588516746,4.772927853920289,4,0.5279187817258884,197,197,197,0.0916623000521212
1000,TTC_function,5,92.73492345503516,66.60000000000001,64.83253588516746,2.45921120192767,4,0.3692307692307692,195,195,195,0.0934958000434562
1000,TTC_function,6,94.02050122602598,66.60000000000001,64.83253588516746,4.14134369379623,4,0.5076142131979695,197,197,197,0.0990362000884488
1000,TTC_function,7,93.68809236696336,50.0,64.83253588516746,4.17800744492537,4,0.4256410256410256,195,195,195,0.0773781999014318
1000,TTC_function,8,93.5482730869556,66.60000000000001,64.83253588516746,2.989278803624672,4,0.4870466321243523,193,193,193,0.1520112999714911
1000,TTC_function,9,92.96697488586165,66.60000000000001,64.83253588516746,3.379972780290601,4,0.5773195876288659,194,194,194,0.0729899000143632
1000,SP_function,0,93.66764048921094,66.60000000000001,66.26794258373205,4.179857572008058,4,0.6256410256410256,195,195,195,0.0814380999654531
1000,SP_function,1,93.53641591218378,50.0,64.83253588516746,4.688096660647102,4,0.601010101010101,198,198,198,0.1030641000252217
1000,SP_function,2,92.97071466365206,50.0,66.26794258373205,4.428812512707904,4,0.7422680412371134,194,194,194,0.0739980000071227
1000,SP_function,3,94.10242964190182,66.60000000000001,64.83253588516746,1.169981270284384,4,0.4764397905759162,191,191,191,0.0774181999731808
1000,SP_function,4,92.95180798071098,50.0,66.26794258373205,5.276235680420316,4,0.5279187817258884,197,197,197,0.1128958000335842
1000,SP_function,5,92.6656458169969,66.60000000000001,66.26794258373205,3.236420943944787,4,0.3692307692307692,195,195,195,0.1036637999350205
1000,SP_function,6,94.2458708285034,66.60000000000001,66.26794258373205,3.9568463531763274,4,0.5076142131979695,197,197,197,0.0876656000036746
1000,SP_function,7,93.4627550135539,50.0,64.83253588516746,5.034561456397143,4,0.4256410256410256,195,195,195,0.0965606999816373
1000,SP_function,8,93.2423979792521,66.60000000000001,64.83253588516746,4.041074484813859,4,0.4870466321243523,193,193,193,0.082337100058794
1000,SP_function,9,92.81704109608746,66.60000000000001,64.83253588516746,3.4891766162744564,4,0.5773195876288659,194,194,194,0.0864224999677389
1000,TTC_O_function,0,94.14018600561926,66.60000000000001,64.83253588516746,2.968952811097493,4,1.0256410256410255,195,195,195,32.74969520000741
1000,TTC_O_function,1,94.51969635854992,50.0,64.83253588516746,3.927111080152016,4,1.0353535353535352,198,198,198,29.491282299975865
1000,TTC_O_function,2,93.3730772952224,50.0,64.83253588516746,4.152627330317956,4,1.1855670103092784,194,194,194,29.112032099976204
