max_total_agent_capacity,algorithm,random_seed,utilitarian_value,egalitarian_value,max_envy,mean_envy,max_deficit,mean_deficit,num_with_top_1,num_with_top_2,num_with_top_3,runtime
1000,TTC_O_function,3,95.21790550829802,66.60000000000001,64.83253588516746,1.4986220544757125,4,1.0785340314136125,191,191,191,29.263945600017905
1000,TTC_O_function,4,93.2893280005136,50.0,64.83253588516746,4.932633964147819,4,0.9289340101522844,197,197,197,29.904690099996515
1000,TTC_O_function,5,93.65520709860374,66.60000000000001,64.83253588516746,3.1757212669367827,4,0.9487179487179488,195,195,195,29.52967620000709
1000,TTC_O_function,6,94.65671625408504,66.60000000000001,66.26794258373205,3.1729011632583566,4,0.9847715736040608,197,197,197,31.63863940001465
1000,TTC_O_function,7,94.0740694917716,50.0,64.83253588516746,3.572604584562327,4,0.8923076923076924,195,195,195,29.696916099986996
1000,TTC_O_function,8,94.05615256016706,66.60000000000001,64.83253588516746,2.9013812304218347,4,0.8704663212435233,193,193,193,29.95028250000905
1000,TTC_O_function,9,93.78039432124125,66.60000000000001,64.83253588516746,2.380298105122922,4,1.1030927835051547,194,194,194,29.168013399932534
1000,SP_O_function,0,94.14018600561926,66.60000000000001,64.83253588516746,2.968952811097493,4,1.0256410256410255,195,195,195,50.42987970006652
1000,SP_O_function,1,94.51969635854992,50.0,64.83253588516746,3.927111080152016,4,1.0353535353535352,198,198,198,51.50735530001111
1000,SP_O_function,2,93.3730772952224,50.0,64.83253588516746,4.152627330317956,4,1.1855670103092784,194,194,194,51.04700370004866
1000,SP_O_function,3,95.21790550829802,66.60000000000001,64.83253588516746,1.4986220544757125,4,1.0785340314136125,191,191,191,50.62134690000676
1000,SP_O_function,4,93.2893280005136,50.0,64.83253588516746,4.932633964147819,4,0.9289340101522844,197,197,197,55.015447499929
1000,SP_O_function,5,93.65520709860374,66.60000000000001,64.83253588516746,3.1757212669367827,4,0.9487179487179488,195,195,195,52.12641220004298
1000,SP_O_function,6,94.65671625408504,66.60000000000001,66.26794258373205,3.1729011632583566,4,0.9847715736040608,197,197,197,51.75394189998042
1000,SP_O_function,7,94.0740694917716,50.0,64.83253588516746,3.572604584562327,4,0.8923076923076924,195,195,195,53.66887900000438
1000,SP_O_function,8,94.05615256016706,66.60000000000001,64.83253588516746,2.9013812304218347,4,0.8704663212435233,193,193,193,55.629635100020096
1000,SP_O_function,9,93.78039432124125,66.60000000000001,64.83253588516746,2.380298105122922,4,1.1030927835051547,194,194,194,51.62330620002467
1000,OC_function,0,95.16780090692681,66.60000000000001,66.26794258373205,2.9398490760430436,4,0.9538461538461539,195,195,195,8.999741700012237
1000,OC_function,1,95.22781754520855,66.60000000000001,67.70334928229666,3.218989893493372,4,0.98989898989899,197,198,198,10.21461420005653
1000,OC_function,2,94.18952656003546,66.60000000000001,84.21052631578947,3.945971879937872,4,1.097938144329897,186,186,194,8.809968400048092
1000,OC_function,3,95.48872667319809,66.60000000000001,66.26794258373205,1.1192284959162886,4,1.057591623036649,191,191,191,9.187236300087534
1000,OC_function,4,94.3192795784321,66.60000000000001,84.21052631578947,4.245829594351135,4,0.883248730964467,193,196,197,8.907381900004111
1000,OC_function,5,94.22874683629973,66.60000000000001,66.26794258373205,2.772303674885719,4,0.9025641025641026,193,195,195,8.768131399992853
1000,OC_function,6,95.40016683834101,66.60000000000001,66.26794258373205,3.3122114960651046,4,0.949238578680203,197,197,197,8.933686999953352
1000,OC_function,7,95.19938559647503,66.60000000000001,84.21052631578947,3.4974834461828923,4,0.8051282051282052,194,194,195,8.65311399998609
1000,OC_function,8,94.57454287999192,66.60000000000001,66.26794258373205,2.4463848123662726,4,0.8393782383419689,193,193,193,8.484181100036949
1000,OC_function,9,94.43486960459126,66.60000000000001,66.26794258373205,2.4804619970306403,4,1.056701030927835,194,194,194,8.202491000061855
1115,iterated_maximum_matching_unadjusted,0,91.35433971128138,50.0,66.26794258373205,3.9927808762819095,4,0.6788990825688074,218,218,218,0.5837234000209719
1115,iterated_maximum_matching_unadjusted,1,91.00305817299564,50.0,64.83253588516746,5.598415428069789,4,0.6590909090909091,220,220,220,0.4728017000015825
1115,iterated_maximum_matching_unadjusted,2,91.27604239753845,50.0,64.83253588516746,3.8723306134468887,4,0.8691588785046729,214,214,214,0.4351053999271244
1115,iterated_maximum_matching_unadjusted,3,92.40696640331062,50.0,64.83253588516746,3.089976783382717,4,0.5069767441860465,215,215,215,0.4698481000959873
1115,iterated_maximum_matching_unadjusted,4,90.71056220563298,50.0,66.26794258373205,6.095184695678653,4,0.5720720720720721,222,222,222,0.4240966000361368
1115,iterated_maximum_matching_unadjusted,5,90.82653009905546,50.0,64.83253588516746,6.109135357788079,4,0.4423963133640553,217,217,217,0.5041700000874698
1115,iterated_maximum_matching_unadjusted,6,92.38899833662103,50.0,66.26794258373205,3.939681136344145,4,0.6073059360730594,219,219,219,0.44255030003841966
1115,iterated_maximum_matching_unadjusted,7,91.24543833195715,50.0,64.83253588516746,5.107311814735573,4,0.44495412844036697,218,218,218,0.42013829993084073
1115,iterated_maximum_matching_unadjusted,8,91.40357616833043,50.0,64.83253588516746,5.0120527021894095,4,0.5023474178403756,213,213,213,0.48791010002605617
1115,iterated_maximum_matching_unadjusted,9,91.00989680187242,50.0,64.83253588516746,3.9463045102225265,4,0.6465116279069767,215,215,215,0.42984129989054054
1115,iterated_maximum_matching_adjusted,0,91.35433971128138,50.0,66.26794258373205,3.9927808762819095,4,0.6788990825688074,218,218,218,0.4082514999900013
1115,iterated_maximum_matching_adjusted,1,91.00305817299564,50.0,64.83253588516746,5.598415428069789,4,0.6590909090909091,220,220,220,0.49004529998637736
1115,iterated_maximum_matching_adjusted,2,91.27604239753845,50.0,64.83253588516746,3.8723306134468887,4,0.8691588785046729,214,214,214,0.40146660001482815
1115,iterated_maximum_matching_adjusted,3,92.40696640331062,50.0,64.83253588516746,3.089976783382717,4,0.5069767441860465,215,215,215,0.5431816999334842
1115,iterated_maximum_matching_adjusted,4,90.71056220563298,50.0,66.26794258373205,6.095184695678653,4,0.5720720720720721,222,222,222,0.49292959994636476
1115,iterated_maximum_matching_adjusted,5,90.82653009905546,50.0,64.83253588516746,6.109135357788079,4,0.4423963133640553,217,217,217,0.4536625000182539
1115,iterated_maximum_matching_adjusted,6,92.38899833662103,50.0,66.26794258373205,3.939681136344145,4,0.6073059360730594,219,219,219,0.4902655000332743
1115,iterated_maximum_matching_adjusted,7,91.24543833195715,50.0,64.83253588516746,5.107311814735573,4,0.44495412844036697,218,218,218,0.5060061999829486
1115,iterated_maximum_matching_adjusted,8,91.40357616833043,50.0,64.83253588516746,5.0120527021894095,4,0.5023474178403756,213,213,213,0.4420677999733016
1115,iterated_maximum_matching_adjusted,9,91.00989680187242,50.0,64.83253588516746,3.9463045102225265,4,0.6465116279069767,215,215,215,0.4419381000334397
1115,TTC_function,0,92.11091356533987,66.60000000000001,64.83253588516746,3.7339400380197083,4,0.6376146788990825,218,218,218,0.10121370002161711
1115,TTC_function,1,91.56165383485532,50.0,64.83253588516746,4.383123182300131,4,0.6272727272727273,220,220,220,0.10478729999158531
1115,TTC_function,2,91.47421622628798,50.0,64.83253588516746,5.169557398698605,4,0.8317757009345794,214,214,214,0.11289600003510714
1115,TTC_function,3,92.89598131184835,66.60000000000001,64.83253588516746,2.306992446950731,4,0.49767441860465117,215,215,215,0.11638699995819479
1115,TTC_function,4,91.2511592557524,50.0,64.83253588516746,5.3628685449932725,4,0.5135135135135135,222,222,222,0.13501060009002686
1115,TTC_function,5,91.49822009571189,50.0,64.83253588516746,3.1623357041841422,4,0.39631336405529954,217,217,217,0.1278350999346003
1115,TTC_function,6,92.80057141573042,66.60000000000001,64.83253588516746,3.6005193107330475,4,0.5570776255707762,219,219,219,0.1192972999997437
1115,TTC_function,7,91.79402734267819,50.0,64.83253588516746,4.0149177037624675,4,0.45871559633027525,218,218,218,0.11292899993713945
1115,TTC_function,8,91.90863280996302,50.0,64.83253588516746,4.229303558354199,4,0.4788732394366197,213,213,213,0.10537529992870986
1115,TTC_function,9,91.28949907030066,50.0,64.83253588516746,4.0204388767898305,4,0.586046511627907,215,215,215,0.12133969995193183
1115,SP_function,0,92.14337795876439,66.60000000000001,66.26794258373205,3.246429773035551,4,0.6651376146788991,218,218,218,0.1308649000711739
1115,SP_function,1,91.49352734653594,50.0,66.26794258373205,4.824270198478765,4,0.6590909090909091,220,220,220,0.12670819996856153
1115,SP_function,2,91.54833129185506,50.0,66.26794258373205,4.9482315437742175,4,0.8551401869158879,214,214,214,0.12642750004306436
1115,SP_function,3,92.39437163221629,66.60000000000001,64.83253588516746,2.604539354119268,4,0.5023255813953489,215,215,215,0.14403379999566823
1115,SP_function,4,91.21072272360271,50.0,66.26794258373205,5.6517378417048025,4,0.5585585585585585,222,222,222,0.14143860002513975
1115,SP_function,5,91.1676207560012,50.0,66.26794258373205,3.3001582782748367,4,0.43317972350230416,217,217,217,0.13793359999544919
1115,SP_function,6,92.72127124857437,66.60000000000001,66.26794258373205,3.4836786618631863,4,0.5981735159817352,219,219,219,0.1296058000298217
1115,SP_function,7,91.704702619026,50.0,66.26794258373205,4.104242427414637,4,0.47706422018348627,218,218,218,0.12220099999103695
1115,SP_function,8,91.43344059406657,50.0,64.83253588516746,3.5883162852563757,4,0.5023474178403756,213,213,213,0.10985919996164739
1115,SP_function,9,91.06856996218467,50.0,66.26794258373205,3.4264816171010377,4,0.6046511627906976,215,215,215,0.11832839995622635
1115,TTC_O_function,0,91.65589446730407,50.0,66.26794258373205,3.200885741560126,4,1.128440366972477,218,218,218,32.544260399998166
1115,TTC_O_function,1,91.57139805000952,50.0,64.83253588516746,4.450231636679176,4,1.1681818181818182,220,220,220,32.794020299916156
1115,TTC_O_function,2,91.4162293134263,50.0,64.83253588516746,3.7321436975590387,4,1.3317757009345794,214,214,214,34.18233619991224
1115,TTC_O_function,3,93.2481680201873,50.0,64.83253588516746,2.8193433015739573,4,1.2046511627906977,215,215,215,34.58227979997173
1115,TTC_O_function,4,91.38100461256951,50.0,66.26794258373205,4.961791028801077,4,1.027027027027027,222,222,222,34.88751080003567
1115,TTC_O_function,5,91.71653414279817,50.0,64.83253588516746,3.6417954652221867,4,1.087557603686636,217,217,217,36.56577090010978
1115,TTC_O_function,6,92.72692280797764,50.0,66.26794258373205,3.7427410304527204,4,1.1278538812785388,219,219,219,34.413145200000145
1115,TTC_O_function,7,91.35432125056627,50.0,64.83253588516746,4.998428896126479,4,0.9724770642201835,218,218,218,34.29282910004258
1115,TTC_O_function,8,91.57337343368087,50.0,64.83253588516746,4.019023028533103,4,0.9765258215962441,213,213,213,34.927254599984735
1115,TTC_O_function,9,91.2818523761536,50.0,64.83253588516746,3.4355656078555157,4,1.172093023255814,215,215,215,35.688974800053984
1115,SP_O_function,0,91.65589446730407,50.0,66.26794258373205,3.200885741560126,4,1.128440366972477,218,218,218,56.852864900021814
1115,SP_O_function,1,91.57139805000952,50.0,64.83253588516746,4.450231636679176,4,1.1681818181818182,220,220,220,57.554066300042905
1115,SP_O_function,2,91.4162293134263,50.0,64.83253588516746,3.7321436975590387,4,1.3317757009345794,214,214,214,57.7217652000254
1115,SP_O_function,3,93.2481680201873,50.0,64.83253588516746,2.8193433015739573,4,1.2046511627906977,215,215,215,59.966116999974474
1115,SP_O_function,4,91.38100461256951,50.0,66.26794258373205,4.961791028801077,4,1.027027027027027,222,222,222,60.22866989998147
1115,SP_O_function,5,91.71653414279817,50.0,64.83253588516746,3.6417954652221867,4,1.087557603686636,217,217,217,64.85924820008222
1115,SP_O_function,6,92.72692280797764,50.0,66.26794258373205,3.7427410304527204,4,1.1278538812785388,219,219,219,62.75747950002551
1115,SP_O_function,7,91.35432125056627,50.0,64.83253588516746,4.998428896126479,4,0.9724770642201835,218,218,218,61.89784649992362
1115,SP_O_function,8,91.57337343368087,50.0,64.83253588516746,4.019023028533103,4,0.9765258215962441,213,213,213,72.53318769996986
1115,SP_O_function,9,91.2818523761536,50.0,64.83253588516746,3.4355656078555157,4,1.172093023255814,215,215,215,65.5572616000427
1115,OC_function,0,93.55196338565936,58.96774193548387,66.26794258373205,3.1238359680336343,4,0.9678899082568807,214,218,218,11.292301499983296
1115,OC_function,1,93.3081370886155,58.96774193548387,84.21052631578947,4.750530721240329,4,0.9818181818181818,209,213,220,11.559862099937163
1115,OC_function,2,92.72402684145604,50.0,84.21052631578947,4.724539976325457,4,1.1728971962616823,203,205,214,10.93113090004772
1115,OC_function,3,94.20392190582061,58.96774193548387,81.33971291866028,2.1522615839826718,4,1.0744186046511628,215,215,215,11.249158499995247
1115,OC_function,4,92.62509339364745,58.96774193548387,84.21052631578947,5.468325681603592,4,0.8783783783783784,214,214,222,12.199444200028665
1115,OC_function,5,92.94346764989265,58.96774193548387,84.21052631578947,3.230173389672252,4,0.9216589861751152,209,212,217,11.065034699975513
1115,OC_function,6,94.01334256610829,58.96774193548387,66.26794258373205,4.124331937700199,4,0.9817351598173516,219,219,219,10.951313399942592
1115,OC_function,7,93.22633703446611,50.0,84.21052631578947,4.668289406988345,4,0.7935779816513762,212,213,218,11.062511599971913
1115,OC_function,8,92.84419303781038,58.96774193548387,84.21052631578947,3.6982131602379273,4,0.8215962441314554,202,208,213,10.450578800053336
1115,OC_function,9,92.61817625804643,58.96774193548387,84.21052631578947,3.640583761798276,4,1.0372093023255815,209,212,215,10.994660199969076
1500,iterated_maximum_matching_unadjusted,0,83.25106054786552,50.0,40.0,3.5307021883715617,5,0.7952218430034129,293,293,293,0.5928604999789968
1500,iterated_maximum_matching_unadjusted,1,83.23183572769528,50.0,29.395973154362423,2.1263747375805835,4,0.7946127946127947,295,297,297,0.5653593000024557
1500,iterated_maximum_matching_unadjusted,2,83.21254751394103,33.4,29.395973154362423,3.2538751523156506,4,0.8972602739726028,292,292,292,0.5981450999388471
1500,iterated_maximum_matching_unadjusted,3,83.33695428950746,50.0,40.0,3.2073877718883788,5,0.6480836236933798,287,287,287,0.7204218000406399
1500,iterated_maximum_matching_unadjusted,4,82.99485712207904,33.4,18.421052631578945,3.7690617653749356,4,0.7254237288135593,295,295,295,0.8299963999306783
1500,iterated_maximum_matching_unadjusted,5,82.63347359634538,50.0,29.395973154362423,3.321879390628916,4,0.6757679180887372,293,293,293,0.81914889998734
1500,iterated_maximum_matching_unadjusted,6,84.25620624096109,50.0,31.419624217119008,2.2240239656577874,4,0.757679180887372,293,293,293,0.7879765999969095
1500,iterated_maximum_matching_unadjusted,7,81.39385917913621,50.0,28.28810020876827,3.5975429328888007,4,0.7220338983050848,295,295,295,0.6883002000395209
1500,iterated_maximum_matching_unadjusted,8,80.8993940019007,50.0,49.8,5.467354645171831,5,0.7951388888888888,288,288,288,0.6652557000052184
1500,iterated_maximum_matching_unadjusted,9,82.42211333114224,50.0,40.0,3.09496772472446,5,0.925531914893617,282,282,282,0.811787600046955
1500,iterated_maximum_matching_adjusted,0,83.25106054786552,50.0,40.0,3.5307021883715617,5,0.7952218430034129,293,293,293,0.5744739000219852
1500,iterated_maximum_matching_adjusted,1,83.23183572769528,50.0,29.395973154362423,2.1263747375805835,4,0.7946127946127947,295,297,297,0.7237275000661612
1500,iterated_maximum_matching_adjusted,2,83.21254751394103,33.4,29.395973154362423,3.2538751523156506,4,0.8972602739726028,292,292,292,0.9066098999464884
1500,iterated_maximum_matching_adjusted,3,83.33695428950746,50.0,40.0,3.2073877718883788,5,0.6480836236933798,287,287,287,0.6839670999906957
1500,iterated_maximum_matching_adjusted,4,82.99485712207904,33.4,18.421052631578945,3.7690617653749356,4,0.7254237288135593,295,295,295,0.6993803000077605
1500,iterated_maximum_matching_adjusted,5,82.63347359634538,50.0,29.395973154362423,3.321879390628916,4,0.6757679180887372,293,293,293,0.7471862999955192
1500,iterated_maximum_matching_adjusted,6,84.25620624096109,50.0,31.419624217119008,2.2240239656577874,4,0.757679180887372,293,293,293,0.6608922000741586
1500,iterated_maximum_matching_adjusted,7,81.39385917913621,50.0,28.28810020876827,3.5975429328888007,4,0.7220338983050848,295,295,295,0.7413916999939829
1500,iterated_maximum_matching_adjusted,8,80.8993940019007,50.0,49.8,5.467354645171831,5,0.7951388888888888,288,288,288,0.5534560999367386
1500,iterated_maximum_matching_adjusted,9,82.42211333114224,50.0,40.0,3.09496772472446,5,0.925531914893617,282,282,282,0.7335252000484616
1500,TTC_function,0,83.52702263716832,50.0,40.0,4.786198152836939,5,0.8771331058020477,293,293,293,0.21559460007119924
1500,TTC_function,1,83.4768366673677,33.4,29.395973154362423,2.902876077673917,4,0.8956228956228957,295,297,297,0.17916679999325424
1500,TTC_function,2,83.79036167062748,33.4,29.395973154362423,4.24516181881521,4,0.9417808219178082,292,292,292,0.2579100999282673
1500,TTC_function,3,83.56868033121485,50.0,40.0,4.437674849361087,5,0.686411149825784,287,287,287,0.1872721000108868
1500,TTC_function,4,83.82870408237154,33.4,19.999999999999986,4.03006037105399,4,0.8271186440677966,295,295,295,0.18519679992459714
1500,TTC_function,5,82.97219842826732,33.4,29.395973154362423,3.208932606968722,4,0.7098976109215017,293,293,293,0.1641177999554202
1500,TTC_function,6,84.55579966455639,33.4,28.28810020876827,2.6173258232686503,4,0.8122866894197952,293,293,293,0.20037540001794696
1500,TTC_function,7,82.32032127576629,33.4,28.28810020876827,3.704398817486409,4,0.8135593220338984,295,295,295,0.174103100085631
1500,TTC_function,8,81.33306224646182,50.0,49.8,5.813904966184797,5,0.8576388888888888,288,288,288,0.18581699999049306
1500,TTC_function,9,82.1719916496041,50.0,40.0,2.5394383950216475,5,1.0141843971631206,282,282,282,0.17346540000289679
1500,SP_function,0,81.89979583535641,50.0,49.8,6.276759876628991,5,0.9010238907849829,293,293,293,0.18221790005918592
1500,SP_function,1,81.4943244846396,50.0,29.395973154362423,4.636299392009119,4,0.8888888888888888,295,297,297,0.1772646999452263
1500,SP_function,2,83.28289257799509,50.0,29.395973154362423,3.8841167447552816,4,0.9315068493150684,292,292,292,0.17882809997536242
1500,SP_function,3,83.34439489736485,50.0,40.0,3.842048724573453,5,0.6898954703832753,287,287,287,0.17418150010053068
1500,SP_function,4,82.62100748556351,50.0,27.1,4.64561195989419,4,0.823728813559322,295,295,295,0.1854960999917239
1500,SP_function,5,81.85179218095872,50.0,29.395973154362423,3.8365796693332013,4,0.7440273037542662,293,293,293,0.18107659998349845
1500,SP_function,6,83.47929261478227,50.0,28.28810020876827,5.098375595567577,4,0.8498293515358362,293,293,293,0.19341519998852164
1500,SP_function,7,81.10061488726336,50.0,28.28810020876827,5.03812986244873,4,0.7966101694915254,295,295,295,0.22276809997856617
1500,SP_function,8,80.79790947497075,50.0,49.8,5.977158317800029,5,0.8368055555555556,288,288,288,0.17477420007344335
1500,SP_function,9,81.56435106502065,50.0,49.8,4.436685524880513,5,1.0,282,282,282,0.15934719995129853
1500,TTC_O_function,0,83.1467276938004,50.0,40.0,4.668222622075874,5,1.4675767918088738,293,293,293,47.25709820003249
1500,TTC_O_function,1,83.7714737134858,50.0,33.33333333333334,2.595944886214213,4,1.4848484848484849,295,297,297,48.36867809994146
1500,TTC_O_function,2,83.6223840458708,33.4,33.33333333333334,3.6383192143460334,4,1.6506849315068493,292,292,292,46.79760669998359
1500,TTC_O_function,3,83.4667321484709,50.0,40.0,3.781494477717508,5,1.5818815331010454,287,287,287,46.80211930000223
1500,TTC_O_function,4,82.65708347887397,33.4,33.33333333333334,4.908671410175784,4,1.4101694915254237,295,295,295,44.45630810002331
1500,TTC_O_function,5,82.59977005557896,50.0,26.200000000000003,2.870979138138899,4,1.5051194539249146,293,293,293,45.49073039996438
1500,TTC_O_function,6,84.18008698369405,50.0,33.33333333333334,3.8267604194384592,4,1.4607508532423208,293,293,293,48.532510000048205
1500,TTC_O_function,7,82.37983752827144,50.0,33.33333333333334,4.151776078447926,4,1.4406779661016949,295,295,295,47.580498500028625
1500,TTC_O_function,8,81.94074380735762,50.0,49.8,6.394112746125297,5,1.4236111111111112,288,288,288,47.03762439999264
1500,TTC_O_function,9,82.53214497754479,50.0,40.0,3.1504028189430393,5,1.6028368794326242,282,282,282,47.01233860000502
1500,SP_O_function,0,83.1467276938004,50.0,40.0,4.668222622075874,5,1.4675767918088738,293,293,293,75.74969850003254
1500,SP_O_function,1,83.7714737134858,50.0,33.33333333333334,2.595944886214213,4,1.4848484848484849,295,297,297,78.6403862000443
1500,SP_O_function,2,83.6223840458708,33.4,33.33333333333334,3.6383192143460334,4,1.6506849315068493,292,292,292,72.9954005999025
1500,SP_O_function,3,83.4667321484709,50.0,40.0,3.781494477717508,5,1.5818815331010454,287,287,287,72.7300813999027
