max_total_agent_capacity,algorithm,random_seed,solver,utilitarian_value,egalitarian_value,max_envy,mean_envy,max_deficit,mean_deficit,num_with_top_1,num_with_top_2,num_with_top_3,runtime
1000,OC_function,2,SCIP,92.51718837,60,84.21052632,5.618310068,5,0.742268041,186,186,194,15.6683976
1000,OC_function,3,CBC,93.89771283,60,67.70334928,2.818814735,5,0.513089005,189,191,191,14.6838568
1000,OC_function,3,MOSEK,93.89771283,60,67.70334928,2.818814735,5,0.513089005,189,191,191,13.9251568
1000,OC_function,3,SCIP,93.89771283,60,67.70334928,2.818814735,5,0.513089005,189,191,191,15.4877661
1000,OC_function,4,CBC,92.81896308,60,84.21052632,5.746146093,5,0.543147208,193,196,197,14.8195161
1000,OC_function,4,MOSEK,92.81896308,60,84.21052632,5.746146093,5,0.543147208,193,196,197,14.7916089
1000,OC_function,4,SCIP,92.81896308,60,84.21052632,5.746146093,5,0.543147208,193,196,197,16.3897466
1000,OC_function,5,CBC,91.72729012,60,66.26794258,5.139016983,5,0.420512821,187,195,195,15.4897265
1000,OC_function,5,MOSEK,91.72729012,60,66.26794258,5.139016983,5,0.420512821,187,195,195,15.357704
1000,OC_function,5,SCIP,91.72729012,60,66.26794258,5.139016983,5,0.420512821,187,195,195,16.3983613
1000,OC_function,6,CBC,93.22655913,60,66.26794258,5.514512531,5,0.558375635,197,197,197,14.8891998
1000,OC_function,6,MOSEK,93.22655913,60,66.26794258,5.514512531,5,0.558375635,197,197,197,14.3462184
1000,OC_function,6,SCIP,93.22655913,60,66.26794258,5.514512531,5,0.558375635,197,197,197,15.9936261
1000,OC_function,7,CBC,93.74770706,60,84.21052632,5.268197781,5,0.451282051,194,194,195,14.7025853
1000,OC_function,7,MOSEK,93.74770706,60,84.21052632,5.268197781,5,0.451282051,194,194,195,15.3179805
1000,OC_function,7,SCIP,93.74770706,60,84.21052632,5.268197781,5,0.451282051,194,194,195,16.0895088
1000,OC_function,8,CBC,92.88117213,60,64.83253589,4.076361666,5,0.523316062,193,193,193,15.035443
1000,OC_function,8,MOSEK,92.88117213,60,64.83253589,4.076361666,5,0.523316062,193,193,193,14.383582
1000,OC_function,8,SCIP,92.88117213,60,64.83253589,4.076361666,5,0.523316062,193,193,193,15.1771143
1000,TTC_O_function,0,GLPK_MI,85.43863416,35.3,64.83253589,12.14002725,4,0.692307692,195,195,195,42.6668955
1000,TTC_O_function,1,GLPK_MI,86.25807375,35.3,64.83253589,12.48191306,4,0.661616162,198,198,198,42.478965
1000,TTC_O_function,2,GLPK_MI,86.22734576,35.3,64.83253589,10.64981559,4,0.824742268,194,194,194,34.035521
1000,TTC_O_function,3,GLPK_MI,85.88862037,51.1627907,64.83253589,11.1954742,4,0.528795812,191,191,191,52.1965056
1000,TTC_O_function,4,GLPK_MI,84.58014052,35.3,64.83253589,13.02382563,4,0.588832487,197,197,197,35.0085282
1000,TTC_O_function,5,GLPK_MI,83.2733285,40.28776978,64.83253589,14.84616624,4,0.471794872,195,195,195,34.7563252
1000,TTC_O_function,6,GLPK_MI,86.00905091,50,66.26794258,11.93106266,4,0.573604061,197,197,197,36.3023245
1000,TTC_O_function,7,GLPK_MI,84.87645191,35.3,64.83253589,13.73131583,4,0.492307692,195,195,195,41.5264817
1000,TTC_O_function,8,GLPK_MI,85.70486486,40.28776978,64.83253589,11.55246378,4,0.533678756,193,193,193,36.2186038
1000,TTC_O_function,9,GLPK_MI,86.02051227,35.3,47.84688995,9.870323007,4,0.654639175,194,194,194,36.2079414
1000,SP_O_function,0,GLPK_MI,85.43863416,35.3,64.83253589,12.14002725,4,0.692307692,195,195,195,60.9263417
1000,SP_O_function,1,GLPK_MI,86.25807375,35.3,64.83253589,12.48191306,4,0.661616162,198,198,198,60.7279646
1000,SP_O_function,2,GLPK_MI,86.22734576,35.3,64.83253589,10.64981559,4,0.824742268,194,194,194,58.8124523
1000,SP_O_function,3,GLPK_MI,85.88862037,51.1627907,64.83253589,11.1954742,4,0.528795812,191,191,191,68.6070678
1000,SP_O_function,4,GLPK_MI,84.58014052,35.3,64.83253589,13.02382563,4,0.588832487,197,197,197,90.0474896
1000,SP_O_function,5,GLPK_MI,83.2733285,40.28776978,64.83253589,14.84616624,4,0.471794872,195,195,195,108.3018394
1000,SP_O_function,6,GLPK_MI,86.00905091,50,66.26794258,11.93106266,4,0.573604061,197,197,197,79.4182776
1000,SP_O_function,7,GLPK_MI,84.87645191,35.3,64.83253589,13.73131583,4,0.492307692,195,195,195,79.4417324
1000,SP_O_function,8,GLPK_MI,85.70486486,40.28776978,64.83253589,11.55246378,4,0.533678756,193,193,193,103.4197099
1000,SP_O_function,9,GLPK_MI,86.02051227,35.3,47.84688995,9.870323007,4,0.654639175,194,194,194,112.9351163
1000,OC_function,0,GLPK_MI,92.78535814,60,66.26794258,4.969934524,5,0.676923077,195,195,195,27.4026859
1000,OC_function,1,GLPK_MI,92.31807454,60,67.70334928,5.937983763,5,0.646464646,194,198,198,25.753188
1000,OC_function,2,GLPK_MI,92.51718837,60,84.21052632,5.618310068,5,0.742268041,186,186,194,26.554972
1000,OC_function,3,GLPK_MI,93.89771283,60,67.70334928,2.818814735,5,0.513089005,189,191,191,26.5952438
1000,OC_function,4,GLPK_MI,92.81896308,60,84.21052632,5.746146093,5,0.543147208,193,196,197,26.9477297
1000,OC_function,5,GLPK_MI,91.72729012,60,66.26794258,5.139016983,5,0.420512821,187,195,195,26.443869
1000,OC_function,6,GLPK_MI,93.22655913,60,66.26794258,5.514512531,5,0.558375635,197,197,197,27.1715048
1000,OC_function,7,GLPK_MI,93.74770706,60,84.21052632,5.268197781,5,0.451282051,194,194,195,26.4236415
1000,OC_function,8,GLPK_MI,92.88117213,60,64.83253589,4.076361666,5,0.523316062,193,193,193,25.1254897
1000,OC_function,9,CBC,92.72473202,60,66.26794258,3.95864082,5,0.62371134,194,194,194,24.7242488
1000,OC_function,9,MOSEK,92.72473202,60,66.26794258,3.95864082,5,0.62371134,194,194,194,18.1151013
1000,OC_function,9,SCIP,92.72473202,60,66.26794258,3.95864082,5,0.62371134,194,194,194,28.269684
1000,OC_function,9,GLPK_MI,92.72473202,60,66.26794258,3.95864082,5,0.62371134,194,194,194,25.2134804
1115,TTC_O_function,0,CBC,85.24416157,40.28776978,66.26794258,11.37305889,4,0.683486239,218,218,218,76.8309489
1115,TTC_O_function,0,MOSEK,85.24416157,40.28776978,66.26794258,11.37305889,4,0.701834862,218,218,218,72.4041609
1115,TTC_O_function,0,SCIP,85.24416157,40.28776978,66.26794258,11.37305889,4,0.701834862,218,218,218,86.4590378
1115,TTC_O_function,0,GLPK_MI,85.20838175,40.28776978,66.26794258,11.40883871,4,0.701834862,218,218,218,74.8781856
1115,TTC_O_function,1,CBC,85.37742368,50,64.83253589,11.73316157,4,0.672727273,220,220,220,86.9565635
1115,TTC_O_function,1,MOSEK,85.19915553,35.3,64.83253589,12.78430072,4,0.668181818,220,220,220,85.2507599
1115,TTC_O_function,1,SCIP,85.21105366,35.3,64.83253589,12.77240259,4,0.663636364,220,220,220,98.8476947
1115,TTC_O_function,1,GLPK_MI,85.22743582,35.3,64.83253589,11.97420224,4,0.663636364,220,220,220,90.4052856
1115,TTC_O_function,2,CBC,85.98082898,35.3,64.83253589,10.68868837,4,0.901869159,214,214,214,75.4523414
1115,TTC_O_function,2,MOSEK,86.10004514,35.3,64.83253589,10.18816381,4,0.920560748,214,214,214,60.040001
1115,TTC_O_function,2,SCIP,86.0627646,35.3,64.83253589,10.2955378,4,0.925233645,214,214,214,63.5746561
1115,TTC_O_function,2,GLPK_MI,86.04344581,35.3,64.83253589,10.69616501,4,0.925233645,214,214,214,47.8581388
1115,TTC_O_function,3,CBC,84.88865542,35.3,59.71223022,12.23488085,4,0.534883721,215,215,215,70.5137195
1115,TTC_O_function,3,MOSEK,84.79660701,35.3,59.71223022,12.31437112,4,0.562790698,215,215,215,90.0399319
1115,TTC_O_function,3,SCIP,84.79660701,35.3,59.71223022,12.31437112,4,0.562790698,215,215,215,99.0890202
1115,TTC_O_function,3,GLPK_MI,84.96527739,35.3,59.71223022,12.15825888,4,0.562790698,215,215,215,100.7798162
1115,TTC_O_function,4,CBC,83.26169743,35.3,39.80815348,10.15876851,4,0.594594595,222,222,222,106.1087643
1115,TTC_O_function,4,MOSEK,83.292299,35.3,39.80815348,10.31997164,4,0.594594595,222,222,222,77.1361644
1115,TTC_O_function,4,SCIP,83.29987484,35.3,39.80815348,10.31239581,4,0.59009009,222,222,222,72.2118606
1115,TTC_O_function,4,GLPK_MI,83.38126576,35.3,39.80815348,10.17154543,4,0.59009009,222,222,222,64.6385661
1115,TTC_O_function,5,CBC,82.63677921,40.28776978,64.83253589,13.28146763,4,0.488479263,217,217,217,64.8264249
1115,TTC_O_function,5,MOSEK,82.62894511,40.28776978,64.83253589,13.28930173,4,0.493087558,217,217,217,66.2190343
1115,TTC_O_function,5,SCIP,82.58286216,40.28776978,64.83253589,13.33538468,4,0.506912442,217,217,217,79.7594773
1115,TTC_O_function,5,GLPK_MI,82.58286216,40.28776978,64.83253589,13.33538468,4,0.506912442,217,217,217,77.1357471
1115,TTC_O_function,6,CBC,84.98655172,35.3,66.26794258,12.32535041,4,0.639269406,219,219,219,69.5330955
1115,TTC_O_function,6,MOSEK,85.10019897,35.3,66.26794258,12.21170316,4,0.639269406,219,219,219,71.007846
1115,TTC_O_function,6,SCIP,84.98655172,35.3,66.26794258,12.32535041,4,0.648401826,219,219,219,83.0704645
1115,TTC_O_function,6,GLPK_MI,84.9978864,35.3,66.26794258,12.31401573,4,0.643835616,219,219,219,83.7007858
1115,TTC_O_function,7,CBC,83.47702727,35.3,64.83253589,14.95671856,4,0.490825688,218,218,218,87.5526946
1115,TTC_O_function,7,MOSEK,83.4443848,35.3,64.83253589,15.32229977,4,0.5,218,218,218,88.8470707
1115,TTC_O_function,7,SCIP,83.4443848,35.3,64.83253589,15.32229977,4,0.5,218,218,218,95.555067
1115,TTC_O_function,7,GLPK_MI,83.5247207,35.3,64.83253589,15.24196388,4,0.5,218,218,218,87.8534822
1115,TTC_O_function,8,CBC,84.62693265,40.28776978,64.83253589,11.70290812,4,0.530516432,213,213,213,87.2609803
1115,TTC_O_function,8,MOSEK,84.56181834,40.28776978,64.83253589,11.67365387,4,0.530516432,213,213,213,85.8473724
1115,TTC_O_function,8,SCIP,84.58069206,40.28776978,64.83253589,11.51794575,4,0.535211268,213,213,213,95.6357746
1115,TTC_O_function,8,GLPK_MI,84.61041815,40.28776978,64.83253589,11.62505406,4,0.535211268,213,213,213,90.1947727
1115,TTC_O_function,9,CBC,84.38581142,50,47.84688995,11.09986913,4,0.651162791,215,215,215,65.6417001
1115,TTC_O_function,9,MOSEK,84.38581142,50,47.84688995,11.19886101,4,0.669767442,215,215,215,72.6364292
1115,TTC_O_function,9,SCIP,84.38581142,50,47.84688995,11.09986913,4,0.669767442,215,215,215,90.6105568
1115,TTC_O_function,9,GLPK_MI,84.35980168,50,47.84688995,10.16067129,4,0.674418605,215,215,215,84.3869492
1115,SP_O_function,0,CBC,85.24416157,40.28776978,66.26794258,11.37305889,4,0.683486239,218,218,218,152.9726728
1115,SP_O_function,0,MOSEK,85.24416157,40.28776978,66.26794258,11.37305889,4,0.701834862,218,218,218,134.88508
1115,SP_O_function,0,SCIP,85.24416157,40.28776978,66.26794258,11.37305889,4,0.701834862,218,218,218,101.3480265
1115,SP_O_function,0,GLPK_MI,85.20838175,40.28776978,66.26794258,11.40883871,4,0.701834862,218,218,218,139.7823935
1115,SP_O_function,1,CBC,85.37742368,50,64.83253589,11.73316157,4,0.672727273,220,220,220,152.2097516
1115,SP_O_function,1,MOSEK,85.19915553,35.3,64.83253589,12.78430072,4,0.668181818,220,220,220,157.0967275
1115,SP_O_function,1,SCIP,85.21105366,35.3,64.83253589,12.77240259,4,0.663636364,220,220,220,169.5065389
1115,SP_O_function,1,GLPK_MI,85.22743582,35.3,64.83253589,11.97420224,4,0.663636364,220,220,220,155.8042771
1115,SP_O_function,2,CBC,85.98082898,35.3,64.83253589,10.68868837,4,0.901869159,214,214,214,129.492945
1115,SP_O_function,2,MOSEK,86.10004514,35.3,64.83253589,10.18816381,4,0.920560748,214,214,214,101.9133392
1115,SP_O_function,2,SCIP,86.0627646,35.3,64.83253589,10.2955378,4,0.925233645,214,214,214,88.5239042
1115,SP_O_function,2,GLPK_MI,86.04344581,35.3,64.83253589,10.69616501,4,0.925233645,214,214,214,76.4136901
1115,SP_O_function,3,CBC,84.88865542,35.3,59.71223022,12.23488085,4,0.534883721,215,215,215,74.7856578
1115,SP_O_function,3,MOSEK,84.79660701,35.3,59.71223022,12.31437112,4,0.562790698,215,215,215,83.4410647
1115,SP_O_function,3,SCIP,84.79660701,35.3,59.71223022,12.31437112,4,0.562790698,215,215,215,84.9290649
1115,SP_O_function,3,GLPK_MI,84.96527739,35.3,59.71223022,12.15825888,4,0.562790698,215,215,215,75.7241141
1115,SP_O_function,4,CBC,83.26169743,35.3,39.80815348,10.15876851,4,0.594594595,222,222,222,76.9905285
1115,SP_O_function,4,MOSEK,83.292299,35.3,39.80815348,10.31997164,4,0.594594595,222,222,222,75.4476386
1115,SP_O_function,4,SCIP,83.29987484,35.3,39.80815348,10.31239581,4,0.59009009,222,222,222,84.6951221
1115,SP_O_function,4,GLPK_MI,83.38126576,35.3,39.80815348,10.17154543,4,0.59009009,222,222,222,75.0684506
1115,SP_O_function,5,CBC,82.63677921,40.28776978,64.83253589,13.28146763,4,0.488479263,217,217,217,77.1785193
1115,SP_O_function,5,MOSEK,82.62894511,40.28776978,64.83253589,13.28930173,4,0.493087558,217,217,217,76.5059925
1115,SP_O_function,5,SCIP,82.58286216,40.28776978,64.83253589,13.33538468,4,0.506912442,217,217,217,89.8370041
1115,SP_O_function,5,GLPK_MI,82.58286216,40.28776978,64.83253589,13.33538468,4,0.506912442,217,217,217,80.6086987
1115,SP_O_function,6,CBC,84.98655172,35.3,66.26794258,12.32535041,4,0.639269406,219,219,219,107.5782684
1115,SP_O_function,6,MOSEK,85.10019897,35.3,66.26794258,12.21170316,4,0.639269406,219,219,219,112.3843687
1115,SP_O_function,6,SCIP,84.98655172,35.3,66.26794258,12.32535041,4,0.648401826,219,219,219,117.4297746
1115,SP_O_function,6,GLPK_MI,84.9978864,35.3,66.26794258,12.31401573,4,0.643835616,219,219,219,104.9647711
1115,SP_O_function,7,CBC,83.47702727,35.3,64.83253589,14.95671856,4,0.490825688,218,218,218,105.5886631
1115,SP_O_function,7,MOSEK,83.4443848,35.3,64.83253589,15.32229977,4,0.5,218,218,218,104.7198104
1115,SP_O_function,7,SCIP,83.4443848,35.3,64.83253589,15.32229977,4,0.5,218,218,218,115.1352514
1115,SP_O_function,7,GLPK_MI,83.5247207,35.3,64.83253589,15.24196388,4,0.5,218,218,218,101.6820428
1115,SP_O_function,8,CBC,84.62693265,40.28776978,64.83253589,11.70290812,4,0.530516432,213,213,213,104.5711877
1115,SP_O_function,8,MOSEK,84.56181834,40.28776978,64.83253589,11.67365387,4,0.530516432,213,213,213,102.9330489
1115,SP_O_function,8,SCIP,84.58069206,40.28776978,64.83253589,11.51794575,4,0.535211268,213,213,213,113.4999612
1115,SP_O_function,8,GLPK_MI,84.61041815,40.28776978,64.83253589,11.62505406,4,0.535211268,213,213,213,100.5562048
1115,SP_O_function,9,CBC,84.38581142,50,47.84688995,11.09986913,4,0.651162791,215,215,215,86.0281606
1115,SP_O_function,9,MOSEK,84.38581142,50,47.84688995,11.19886101,4,0.669767442,215,215,215,73.3983756
1115,SP_O_function,9,SCIP,84.38581142,50,47.84688995,11.09986913,4,0.669767442,215,215,215,102.5792054
1115,SP_O_function,9,GLPK_MI,84.35980168,50,47.84688995,10.16067129,4,0.674418605,215,215,215,90.3503817
1115,OC_function,0,CBC,90.74986909,60,81.33971292,6.310006795,5,0.674311927,218,218,218,19.1498459
1115,OC_function,0,MOSEK,90.74986909,60,81.33971292,6.310006795,5,0.674311927,218,218,218,19.100351
1115,OC_function,0,SCIP,90.74986909,60,81.33971292,6.310006795,5,0.674311927,218,218,218,20.8328611
1115,OC_function,0,GLPK_MI,90.74986909,60,81.33971292,6.310006795,5,0.674311927,218,218,218,18.6508473
1115,OC_function,1,CBC,90.2289565,60,84.21052632,7.987080896,5,0.645454545,206,214,220,20.0958531
1115,OC_function,1,MOSEK,90.2289565,60,84.21052632,7.987080896,5,0.645454545,206,214,220,18.513027
1115,OC_function,1,SCIP,90.2289565,60,84.21052632,7.987080896,5,0.645454545,206,214,220,20.9305479
1115,OC_function,1,GLPK_MI,90.2289565,60,84.21052632,7.987080896,5,0.645454545,206,214,220,19.0511899
1115,OC_function,2,CBC,91.00996677,50,84.21052632,6.71294433,5,0.85046729,205,205,214,18.32744
1115,OC_function,2,MOSEK,91.00996677,50,84.21052632,6.71294433,5,0.85046729,205,205,214,18.5600879
1115,OC_function,2,SCIP,91.00996677,50,84.21052632,6.71294433,5,0.85046729,205,205,214,20.1809008
1115,OC_function,2,GLPK_MI,91.00996677,50,84.21052632,6.71294433,5,0.85046729,205,205,214,18.2705832
1115,OC_function,3,CBC,91.67789431,60,64.35406699,4.415430507,5,0.51627907,214,215,215,18.6299427
1115,OC_function,3,MOSEK,91.67789431,60,64.35406699,4.415430507,5,0.51627907,214,215,215,18.6738794
1115,OC_function,3,SCIP,91.67789431,60,64.35406699,4.415430507,5,0.51627907,214,215,215,21.7714589
1115,OC_function,3,GLPK_MI,91.67789431,60,64.35406699,4.415430507,5,0.51627907,214,215,215,19.231475
1115,OC_function,4,CBC,90.39802502,60,84.21052632,7.850894167,5,0.527027027,214,214,222,19.8921664
1115,OC_function,4,MOSEK,90.39802502,60,84.21052632,7.850894167,5,0.527027027,214,214,222,19.9985928
1115,OC_function,4,SCIP,90.39802502,60,84.21052632,7.850894167,5,0.527027027,214,214,222,21.1776592
1115,OC_function,4,GLPK_MI,90.39802502,60,84.21052632,7.850894167,5,0.527027027,214,214,222,19.3061786
1115,OC_function,5,CBC,89.25097364,50.2,67.22488038,6.238823021,5,0.483870968,202,213,217,18.7346216
1115,OC_function,5,MOSEK,89.25097364,50.2,67.22488038,6.238823021,5,0.483870968,202,213,217,18.6871392
1115,OC_function,5,SCIP,89.25097364,50.2,67.22488038,6.238823021,5,0.483870968,202,213,217,20.6133088
1115,OC_function,5,GLPK_MI,89.25097364,50.2,67.22488038,6.238823021,5,0.483870968,202,213,217,18.7644311
1115,OC_function,6,CBC,91.32652335,60,81.33971292,6.964479589,5,0.621004566,219,219,219,18.625872
1115,OC_function,6,MOSEK,91.32652335,60,81.33971292,6.964479589,5,0.621004566,219,219,219,19.1448317
1115,OC_function,6,SCIP,91.32652335,60,81.33971292,6.964479589,5,0.621004566,219,219,219,20.5093764
1115,OC_function,6,GLPK_MI,91.32652335,60,81.33971292,6.964479589,5,0.621004566,219,219,219,19.0643268
1115,OC_function,7,CBC,90.95458644,60,84.21052632,7.048511472,5,0.472477064,213,213,218,18.7563415
1115,OC_function,7,MOSEK,90.95458644,60,84.21052632,7.048511472,5,0.472477064,213,213,218,18.4941435
1115,OC_function,7,SCIP,90.95458644,60,84.21052632,7.048511472,5,0.472477064,213,213,218,20.6978195
1115,OC_function,7,GLPK_MI,90.95458644,60,84.21052632,7.048511472,5,0.472477064,213,213,218,18.9002998
1115,OC_function,8,CBC,90.67713746,50.2,84.21052632,5.845657913,5,0.502347418,207,210,213,17.7912419
1115,OC_function,8,MOSEK,90.67713746,50.2,84.21052632,5.845657913,5,0.502347418,207,210,213,18.1360397
1115,OC_function,8,SCIP,90.67713746,50.2,84.21052632,5.845657913,5,0.502347418,207,210,213,19.9484195
1115,OC_function,8,GLPK_MI,90.67713746,50.2,84.21052632,5.845657913,5,0.502347418,207,210,213,17.7204783
1115,OC_function,9,CBC,90.63224573,60,84.21052632,5.930640317,5,0.613953488,212,212,215,18.7990504
1115,OC_function,9,MOSEK,90.63224573,60,84.21052632,5.930640317,5,0.613953488,212,212,215,18.4335095
1115,OC_function,9,SCIP,90.63224573,60,84.21052632,5.930640317,5,0.613953488,212,212,215,20.176216
1115,OC_function,9,GLPK_MI,90.63224573,60,84.21052632,5.930640317,5,0.613953488,212,212,215,18.9369897
1500,TTC_O_function,0,CBC,76.49250472,35.3,40,13.38119838,5,0.938566553,293,293,293,61.6680214
1500,TTC_O_function,0,MOSEK,76.77768882,35.3,40,12.71835598,5,0.976109215,293,293,293,60.975374
1500,TTC_O_function,0,SCIP,76.77768882,35.3,40,12.62587553,5,0.976109215,293,293,293,74.505485
1500,TTC_O_function,0,GLPK_MI,76.61617219,35.3,40,12.60528453,5,0.989761092,293,293,293,59.64593
1500,TTC_O_function,1,CBC,77.67489043,35,39.80815348,11.40308728,4,0.939393939,295,297,297,58.6697908
1500,TTC_O_function,1,MOSEK,77.61682146,35,39.80815348,10.85685315,4,0.956228956,295,297,297,65.3463384
1500,TTC_O_function,1,SCIP,77.73201332,35,39.80815348,10.76586647,4,0.95959596,295,297,297,194.8098851
1500,TTC_O_function,1,GLPK_MI,77.65419004,35,39.80815348,10.77417968,4,0.95959596,295,297,297,79.234872
1500,TTC_O_function,2,CBC,78.52231615,33.4,39.80815348,9.856491075,4,1.078767123,292,292,292,80.74525
1500,TTC_O_function,2,MOSEK,78.53127449,33.4,39.80815348,9.911684923,4,1.102739726,292,292,292,82.7110104
1500,TTC_O_function,2,SCIP,78.53127449,33.4,39.80815348,9.911684923,4,1.116438356,292,292,292,178.8611385
1500,TTC_O_function,2,GLPK_MI,78.59343173,33.4,39.80815348,9.976792379,4,1.116438356,292,292,292,79.2851384
1500,TTC_O_function,3,CBC,77.32273114,40.28776978,47.84688995,12.53217807,5,0.860627178,287,287,287,124.0329049
1500,TTC_O_function,3,MOSEK,76.95863548,35.3,47.84688995,12.89845712,5,0.864111498,287,287,287,125.6942196
1500,TTC_O_function,3,SCIP,76.95863548,35.3,47.84688995,12.7789405,5,0.864111498,287,287,287,286.3122291
1500,TTC_O_function,3,GLPK_MI,77.07090133,35.3,47.84688995,12.55935757,5,0.87456446,287,287,287,121.8732349
1500,TTC_O_function,4,CBC,75.92206372,33.4,39.80815348,13.26783489,4,0.918644068,295,295,295,125.5042762
1500,TTC_O_function,4,MOSEK,76.00883099,33.4,39.80815348,12.52539705,4,0.901694915,295,295,295,125.4281116
1500,TTC_O_function,4,SCIP,75.9947272,33.4,39.80815348,13.1951714,4,0.901694915,295,295,295,251.2199356
1500,TTC_O_function,4,GLPK_MI,75.99879609,33.4,39.80815348,13.07748279,4,0.901694915,295,295,295,132.2018973
1500,TTC_O_function,5,CBC,76.4871597,35.3,39.80815348,12.6331777,4,0.849829352,293,293,293,134.7168534
1500,TTC_O_function,5,MOSEK,76.51350402,35.3,39.80815348,12.33819968,4,0.866894198,293,293,293,123.3362194
1500,TTC_O_function,5,SCIP,76.56087173,35.3,39.80815348,12.4934082,4,0.85665529,293,293,293,256.4317811
1500,TTC_O_function,5,GLPK_MI,76.36604152,35.3,39.80815348,12.33130197,4,0.863481229,293,293,293,121.4278126
1500,TTC_O_function,6,CBC,78.23131641,35.3,39.80815348,12.67570699,4,0.941979522,293,293,293,128.4797808
1500,TTC_O_function,6,MOSEK,78.32915704,35.3,39.80815348,12.52667182,4,0.969283276,293,293,293,122.0270026
1500,TTC_O_function,6,SCIP,78.36850701,35.3,39.80815348,12.48732185,4,0.972696246,293,293,293,235.791526
1500,TTC_O_function,6,GLPK_MI,78.43462656,35.3,39.80815348,12.4212023,4,0.965870307,293,293,293,120.856598
1500,TTC_O_function,7,CBC,76.419419,35.3,39.80815348,12.90306034,4,0.881355932,295,295,295,119.6624353
1500,TTC_O_function,7,MOSEK,76.37729551,35.3,39.80815348,12.32220704,4,0.908474576,295,295,295,118.8795957
1500,TTC_O_function,7,SCIP,76.32419545,35.3,39.80815348,12.98547659,4,0.898305085,295,295,295,265.7598078
1500,TTC_O_function,7,GLPK_MI,76.413348,35.3,39.80815348,12.89632405,4,0.901694915,295,295,295,118.403333
1500,TTC_O_function,8,CBC,75.49963782,35.3,49.8,15.58817738,5,0.857638889,288,288,288,127.3021268
1500,TTC_O_function,8,MOSEK,75.524311,35.3,49.8,15.33832761,5,0.871527778,288,288,288,126.8369711
1500,TTC_O_function,8,SCIP,75.524311,35.3,49.8,15.61726764,5,0.868055556,288,288,288,244.6988018
1500,TTC_O_function,8,GLPK_MI,75.36547319,35.3,49.8,15.47235716,5,0.881944444,288,288,288,123.1536916
1500,TTC_O_function,9,CBC,76.95480715,35.3,40,11.47938435,5,1.010638298,282,282,282,118.4297589
1500,TTC_O_function,9,MOSEK,76.94419173,35.3,40,10.91954678,5,1.042553191,282,282,282,62.9941379
1500,TTC_O_function,9,SCIP,76.89629651,35.3,40,10.967442,5,1.053191489,282,282,282,93.2931943
1500,TTC_O_function,9,GLPK_MI,76.85141984,35.3,40,10.92309424,5,1.04964539,282,282,282,52.4508171
1500,SP_O_function,0,CBC,76.49250472,35.3,40,13.38119838,5,0.938566553,293,293,293,130.8220486
1500,SP_O_function,0,MOSEK,76.77768882,35.3,40,12.71835598,5,0.976109215,293,293,293,161.2913044
1500,SP_O_function,0,SCIP,76.77768882,35.3,40,12.62587553,5,0.976109215,293,293,293,167.3211991
1500,SP_O_function,0,GLPK_MI,76.61617219,35.3,40,12.60528453,5,0.989761092,293,293,293,116.8213451
1500,SP_O_function,1,CBC,77.67489043,35,39.80815348,11.40308728,4,0.939393939,295,297,297,112.0955477
1500,SP_O_function,1,MOSEK,77.61682146,35,39.80815348,10.85685315,4,0.956228956,295,297,297,114.0293162
1500,SP_O_function,1,SCIP,77.73201332,35,39.80815348,10.76586647,4,0.95959596,295,297,297,195.7746555
1500,SP_O_function,1,GLPK_MI,77.65419004,35,39.80815348,10.77417968,4,0.95959596,295,297,297,113.3681777
1500,SP_O_function,2,CBC,78.52231615,33.4,39.80815348,9.856491075,4,1.078767123,292,292,292,115.6220722
1500,SP_O_function,2,MOSEK,78.53127449,33.4,39.80815348,9.911684923,4,1.102739726,292,292,292,118.8958847
1500,SP_O_function,2,SCIP,78.53127449,33.4,39.80815348,9.911684923,4,1.116438356,292,292,292,193.1987923
1500,SP_O_function,2,GLPK_MI,78.59343173,33.4,39.80815348,9.976792379,4,1.116438356,292,292,292,137.9321353
1500,SP_O_function,3,CBC,77.32273114,40.28776978,47.84688995,12.53217807,5,0.860627178,287,287,287,167.6067396
1500,SP_O_function,3,MOSEK,76.95863548,35.3,47.84688995,12.89845712,5,0.864111498,287,287,287,162.7824222
1500,SP_O_function,3,SCIP,76.95863548,35.3,47.84688995,12.7789405,5,0.864111498,287,287,287,346.7616004
1500,SP_O_function,3,GLPK_MI,77.07090133,35.3,47.84688995,12.55935757,5,0.87456446,287,287,287,149.9588127
1500,SP_O_function,4,CBC,75.92206372,33.4,39.80815348,13.26783489,4,0.918644068,295,295,295,150.6340785
1500,SP_O_function,4,MOSEK,76.00883099,33.4,39.80815348,12.52539705,4,0.901694915,295,295,295,160.4067163
1500,SP_O_function,4,GLPK_MI,75.99879609,33.4,39.80815348,13.07748279,4,0.901694915,295,295,295,190.5588297
1500,SP_O_function,5,CBC,76.4871597,35.3,39.80815348,12.6331777,4,0.849829352,293,293,293,206.0649485
1500,SP_O_function,5,MOSEK,76.51350402,35.3,39.80815348,12.33819968,4,0.866894198,293,293,293,194.1706059
1500,SP_O_function,5,GLPK_MI,76.36604152,35.3,39.80815348,12.33130197,4,0.863481229,293,293,293,196.7770616
1500,SP_O_function,6,CBC,78.23131641,35.3,39.80815348,12.67570699,4,0.941979522,293,293,293,184.8024475
1500,SP_O_function,6,MOSEK,78.32915704,35.3,39.80815348,12.52667182,4,0.969283276,293,293,293,197.6880729
