input_range,equal_capacities,equal_valuations,binary_valuations,num_of_items,category_count,item_capacity_bounds,random_seed_num,num_of_agents,algorithm,current_algorithm_bundle_min_value,current_algorithm_bundle_sum,runtime
input_ranges_algorithm_1,True,True,False,1,1,1,0,106,per_category_round_robin,0.0,100.0,0.058100624999497
input_ranges_algorithm_1,True,True,False,1,1,1,0,106,per_category_round_robin_optimized,0.0,100.0,0.0669833449937868
input_ranges_algorithm_1,True,True,False,1,1,1,0,106,egalitarian_algorithm,0.9433962264150936,99.99999999999984,0.33579927199753
input_ranges_algorithm_1,True,True,False,1,1,1,0,106,utilitarian_algorithm,0.0,100.0,0.0063871250022202
input_ranges_algorithm_1,True,True,False,1,1,1,0,106,iterated_maximum_matching,0.0,100.0,0.0065518330084159
input_ranges_algorithm_1,True,True,False,1,16,1,0,1,per_category_round_robin,100.0,100.0,0.0008571920043323
input_ranges_algorithm_1,True,True,False,1,16,1,0,1,per_category_round_robin_optimized,100.0,100.0,0.0010085050016641
input_ranges_algorithm_1,True,True,False,1,16,1,0,1,egalitarian_algorithm,100.0,100.0,0.0064702910021878
input_ranges_algorithm_1,True,True,False,1,16,1,0,1,utilitarian_algorithm,100.0,100.0,0.0008269950048997
input_ranges_algorithm_1,True,True,False,1,16,1,0,1,iterated_maximum_matching,100.0,100.0,0.0007330589869525
input_ranges_algorithm_1,True,True,False,1,16,1,0,16,per_category_round_robin,0.0,100.0,0.1075617850001435
input_ranges_algorithm_1,True,True,False,1,16,1,0,16,per_category_round_robin_optimized,0.0,100.0,0.1000970969907939
input_ranges_algorithm_1,True,True,False,1,16,1,0,16,egalitarian_algorithm,6.25,100.0,0.0287266319792252
input_ranges_algorithm_1,True,True,False,1,16,1,0,16,utilitarian_algorithm,0.0,100.0,0.0025715840165503
input_ranges_algorithm_1,True,True,False,1,16,1,0,16,iterated_maximum_matching,0.0,100.0,0.0017481060058344
input_ranges_algorithm_1,True,True,False,1,16,1,0,31,per_category_round_robin,0.0,100.0,0.4016917379922233
input_ranges_algorithm_1,True,True,False,1,16,1,0,31,per_category_round_robin_optimized,0.0,100.0,0.3871816149912774
input_ranges_algorithm_1,True,True,False,1,16,1,0,31,egalitarian_algorithm,3.2258064516129026,99.99999999999991,0.0547984399890992
input_ranges_algorithm_1,True,True,False,1,16,1,0,31,utilitarian_algorithm,0.0,100.0,0.0033713099837768
input_ranges_algorithm_1,True,True,False,1,16,1,0,31,iterated_maximum_matching,0.0,100.0,0.0034279350074939
input_ranges_algorithm_1,True,True,False,1,16,1,0,46,per_category_round_robin,0.0,100.0,0.8384654590045102
input_ranges_algorithm_1,True,True,False,1,16,1,0,46,per_category_round_robin_optimized,0.0,100.0,0.9154796010116116
input_ranges_algorithm_1,True,True,False,1,16,1,0,46,egalitarian_algorithm,2.17391304347826,100.0,0.0771418820077087
input_ranges_algorithm_1,True,True,False,1,16,1,0,46,utilitarian_algorithm,0.0,100.0,0.0035699509899131
input_ranges_algorithm_1,True,True,False,1,16,1,0,46,iterated_maximum_matching,0.0,100.0,0.0045879230019636
input_ranges_algorithm_1,True,True,False,1,16,1,0,61,per_category_round_robin,0.0,100.0,1.5164139559783507
input_ranges_algorithm_1,True,True,False,1,16,1,0,61,per_category_round_robin_optimized,0.0,100.0,1.5097704050131142
input_ranges_algorithm_1,True,True,False,1,16,1,0,61,egalitarian_algorithm,1.6393442622950811,100.00000000000004,0.0943053349910769
input_ranges_algorithm_1,True,True,False,1,16,1,0,61,utilitarian_algorithm,0.0,100.0,0.0063502959965262
input_ranges_algorithm_1,True,True,False,1,16,1,0,61,iterated_maximum_matching,0.0,100.0,0.0041604150028433
input_ranges_algorithm_1,True,True,False,1,16,1,0,76,per_category_round_robin,0.0,100.0,2.3330738010117784
input_ranges_algorithm_1,True,True,False,1,16,1,0,76,per_category_round_robin_optimized,0.0,100.0,2.28658116501174
input_ranges_algorithm_1,True,True,False,1,16,1,0,76,egalitarian_algorithm,1.3157894736842095,99.99999999999989,0.2126822179998271
input_ranges_algorithm_1,True,True,False,1,16,1,0,76,utilitarian_algorithm,0.0,100.0,0.0049799749976955
input_ranges_algorithm_1,True,True,False,1,16,1,0,76,iterated_maximum_matching,0.0,100.0,0.0050602859992068
input_ranges_algorithm_1,True,True,False,1,16,1,0,91,per_category_round_robin,0.0,100.0,3.286978238989832
input_ranges_algorithm_1,True,True,False,1,16,1,0,91,per_category_round_robin_optimized,0.0,100.0,3.530179358000169
input_ranges_algorithm_1,True,True,False,1,16,1,0,91,egalitarian_algorithm,1.0989010989010983,99.99999999999974,0.1378004199941642
input_ranges_algorithm_1,True,True,False,1,16,1,0,91,utilitarian_algorithm,0.0,100.0,0.0058131229889113
input_ranges_algorithm_1,True,True,False,1,16,1,0,91,iterated_maximum_matching,0.0,100.0,0.0063540629926137
input_ranges_algorithm_1,True,True,False,1,16,1,0,106,per_category_round_robin,0.0,100.0,4.413982405007118
input_ranges_algorithm_1,True,True,False,1,16,1,0,106,per_category_round_robin_optimized,0.0,100.0,4.4629077250137925
input_ranges_algorithm_1,True,True,False,1,16,1,0,106,egalitarian_algorithm,0.9433962264150936,99.99999999999984,0.2574031320109498
input_ranges_algorithm_1,True,True,False,1,16,1,0,106,utilitarian_algorithm,0.0,100.0,0.0094155059778131
input_ranges_algorithm_1,True,True,False,1,16,1,0,106,iterated_maximum_matching,0.0,100.0,0.0066751139820553
input_ranges_algorithm_1,True,True,False,1,31,1,0,1,per_category_round_robin,100.0,100.0,0.0013307270128279
input_ranges_algorithm_1,True,True,False,1,31,1,0,1,per_category_round_robin_optimized,100.0,100.0,0.0013887060049455
input_ranges_algorithm_1,True,True,False,1,31,1,0,1,egalitarian_algorithm,100.0,100.0,0.0071000790048856
input_ranges_algorithm_1,True,True,False,1,31,1,0,1,utilitarian_algorithm,100.0,100.0,0.0007393920095637
input_ranges_algorithm_1,True,True,False,1,31,1,0,1,iterated_maximum_matching,100.0,100.0,0.0009018349810503
input_ranges_algorithm_1,True,True,False,1,31,1,0,16,per_category_round_robin,0.0,100.0,0.3346349289931822
input_ranges_algorithm_1,True,True,False,1,31,1,0,16,per_category_round_robin_optimized,0.0,100.0,0.3795062610006425
input_ranges_algorithm_1,True,True,False,1,31,1,0,16,egalitarian_algorithm,6.25,100.0,0.029300502006663
input_ranges_algorithm_1,True,True,False,1,31,1,0,16,utilitarian_algorithm,0.0,100.0,0.0016590899904258
input_ranges_algorithm_1,True,True,False,1,31,1,0,16,iterated_maximum_matching,0.0,100.0,0.0017029519949574
input_ranges_algorithm_1,True,True,False,1,31,1,0,31,per_category_round_robin,0.0,100.0,1.3043609560118057
input_ranges_algorithm_1,True,True,False,1,31,1,0,31,per_category_round_robin_optimized,0.0,100.0,1.2878440879867412
input_ranges_algorithm_1,True,True,False,1,31,1,0,31,egalitarian_algorithm,3.2258064516129026,99.99999999999991,0.048835345020052
input_ranges_algorithm_1,True,True,False,1,31,1,0,31,utilitarian_algorithm,0.0,100.0,0.0025184660044033
input_ranges_algorithm_1,True,True,False,1,31,1,0,31,iterated_maximum_matching,0.0,100.0,0.0025343449960928
input_ranges_algorithm_1,True,True,False,1,31,1,0,46,per_category_round_robin,0.0,100.0,3.047592215007171
input_ranges_algorithm_1,True,True,False,1,31,1,0,46,per_category_round_robin_optimized,0.0,100.0,2.8318248539872
input_ranges_algorithm_1,True,True,False,1,31,1,0,46,egalitarian_algorithm,2.17391304347826,100.0,0.0915587389899883
input_ranges_algorithm_1,True,True,False,1,31,1,0,46,utilitarian_algorithm,0.0,100.0,0.0033943330054171
input_ranges_algorithm_1,True,True,False,1,31,1,0,46,iterated_maximum_matching,0.0,100.0,0.003363646013895
input_ranges_algorithm_1,True,True,False,1,31,1,0,61,per_category_round_robin,0.0,100.0,5.116262376017403
input_ranges_algorithm_1,True,True,False,1,31,1,0,61,per_category_round_robin_optimized,0.0,100.0,5.094565282022813
input_ranges_algorithm_1,True,True,False,1,31,1,0,61,egalitarian_algorithm,1.6393442622950811,100.00000000000004,0.1757574810180813
input_ranges_algorithm_1,True,True,False,1,31,1,0,61,utilitarian_algorithm,0.0,100.0,0.0043509399984031
input_ranges_algorithm_1,True,True,False,1,31,1,0,61,iterated_maximum_matching,0.0,100.0,0.0065449690155219
input_ranges_algorithm_1,True,True,False,1,31,1,0,76,per_category_round_robin,0.0,100.0,8.056258486001752
input_ranges_algorithm_1,True,True,False,1,31,1,0,76,per_category_round_robin_optimized,0.0,100.0,7.947129095991841
input_ranges_algorithm_1,True,True,False,1,31,1,0,76,egalitarian_algorithm,1.3157894736842095,99.99999999999989,0.124214967014268
input_ranges_algorithm_1,True,True,False,1,31,1,0,76,utilitarian_algorithm,0.0,100.0,0.0050383449997752
input_ranges_algorithm_1,True,True,False,1,31,1,0,76,iterated_maximum_matching,0.0,100.0,0.0074519150075502
input_ranges_algorithm_1,True,True,False,1,31,1,0,91,per_category_round_robin,0.0,100.0,11.275402163999388
input_ranges_algorithm_1,True,True,False,1,31,1,0,91,per_category_round_robin_optimized,0.0,100.0,11.531222741003148
input_ranges_algorithm_1,True,True,False,1,31,1,0,91,egalitarian_algorithm,1.0989010989010983,99.99999999999974,0.2347164959937799
input_ranges_algorithm_1,True,True,False,1,31,1,0,91,utilitarian_algorithm,0.0,100.0,0.0061003809969406
input_ranges_algorithm_1,True,True,False,1,31,1,0,91,iterated_maximum_matching,0.0,100.0,0.0061644589877687
input_ranges_algorithm_1,True,True,False,1,31,1,0,106,egalitarian_algorithm,0.9433962264150936,99.99999999999984,0.200486499001272
input_ranges_algorithm_1,True,True,False,1,31,1,0,106,utilitarian_algorithm,0.0,100.0,0.0076454670052044
input_ranges_algorithm_1,True,True,False,1,31,1,0,106,iterated_maximum_matching,0.0,100.0,0.0075315150024835
input_ranges_algorithm_1,True,True,False,1,46,1,0,1,per_category_round_robin,100.0,100.0,0.00207194199902
input_ranges_algorithm_1,True,True,False,1,46,1,0,1,per_category_round_robin_optimized,100.0,100.0,0.0029247860074974
input_ranges_algorithm_1,True,True,False,1,46,1,0,1,egalitarian_algorithm,100.0,100.0,0.0067729970032814
input_ranges_algorithm_1,True,True,False,1,46,1,0,1,utilitarian_algorithm,100.0,100.0,0.001003123994451
input_ranges_algorithm_1,True,True,False,1,46,1,0,1,iterated_maximum_matching,100.0,100.0,0.0009510770032647
input_ranges_algorithm_1,True,True,False,1,46,1,0,16,per_category_round_robin,0.0,100.0,0.7933872859866824
input_ranges_algorithm_1,True,True,False,1,46,1,0,16,per_category_round_robin_optimized,0.0,100.0,0.7521239939960651
input_ranges_algorithm_1,True,True,False,1,46,1,0,16,egalitarian_algorithm,6.25,100.0,0.0342544029990676
input_ranges_algorithm_1,True,True,False,1,46,1,0,16,utilitarian_algorithm,0.0,100.0,0.0018358599918428
input_ranges_algorithm_1,True,True,False,1,46,1,0,16,iterated_maximum_matching,0.0,100.0,0.0016334329848177
input_ranges_algorithm_1,True,True,False,1,46,1,0,31,per_category_round_robin,0.0,100.0,2.781340293993708
input_ranges_algorithm_1,True,True,False,1,46,1,0,31,per_category_round_robin_optimized,0.0,100.0,2.870656566985417
input_ranges_algorithm_1,True,True,False,1,46,1,0,31,egalitarian_algorithm,3.2258064516129026,99.99999999999991,0.0531243200239259
input_ranges_algorithm_1,True,True,False,1,46,1,0,31,utilitarian_algorithm,0.0,100.0,0.0027237090107519
input_ranges_algorithm_1,True,True,False,1,46,1,0,31,iterated_maximum_matching,0.0,100.0,0.0028150299913249
input_ranges_algorithm_1,True,True,False,1,46,1,0,46,per_category_round_robin,0.0,100.0,6.204967405006755
input_ranges_algorithm_1,True,True,False,1,46,1,0,46,per_category_round_robin_optimized,0.0,100.0,6.397012031986378
input_ranges_algorithm_1,True,True,False,1,46,1,0,46,egalitarian_algorithm,2.17391304347826,100.0,0.1783867559861391
input_ranges_algorithm_1,True,True,False,1,46,1,0,46,utilitarian_algorithm,0.0,100.0,0.0038658230041619
input_ranges_algorithm_1,True,True,False,1,46,1,0,46,iterated_maximum_matching,0.0,100.0,0.0036154859990347
input_ranges_algorithm_1,True,True,False,1,46,1,0,61,per_category_round_robin,0.0,100.0,10.935424046998378
input_ranges_algorithm_1,True,True,False,1,46,1,0,61,per_category_round_robin_optimized,0.0,100.0,10.900305037008366
input_ranges_algorithm_1,True,True,False,1,46,1,0,61,egalitarian_algorithm,1.6393442622950811,100.00000000000004,0.1024446609953884
input_ranges_algorithm_1,True,True,False,1,46,1,0,61,utilitarian_algorithm,0.0,100.0,0.0041768449882511
input_ranges_algorithm_1,True,True,False,1,46,1,0,61,iterated_maximum_matching,0.0,100.0,0.0043812569929286
input_ranges_algorithm_1,True,True,False,1,46,1,0,76,egalitarian_algorithm,1.3157894736842095,99.99999999999989,0.1236536020005587
input_ranges_algorithm_1,True,True,False,1,46,1,0,76,utilitarian_algorithm,0.0,100.0,0.0054304770019371
input_ranges_algorithm_1,True,True,False,1,46,1,0,76,iterated_maximum_matching,0.0,100.0,0.0053293879900593
input_ranges_algorithm_1,True,True,False,1,46,1,0,91,egalitarian_algorithm,1.0989010989010983,99.99999999999974,0.2592719800013583
input_ranges_algorithm_1,True,True,False,1,46,1,0,91,utilitarian_algorithm,0.0,100.0,0.0061961989849805
input_ranges_algorithm_1,True,True,False,1,46,1,0,91,iterated_maximum_matching,0.0,100.0,0.0065216769871767
input_ranges_algorithm_1,True,True,False,1,46,1,0,106,egalitarian_algorithm,0.9433962264150936,99.99999999999984,0.1888482400099747
input_ranges_algorithm_1,True,True,False,1,46,1,0,106,utilitarian_algorithm,0.0,100.0,0.008302314003231
input_ranges_algorithm_1,True,True,False,1,46,1,0,106,iterated_maximum_matching,0.0,100.0,0.0075879089999943
input_ranges_algorithm_1,True,True,False,1,61,1,0,1,per_category_round_robin,100.0,100.0,0.0033259039919357
input_ranges_algorithm_1,True,True,False,1,61,1,0,1,per_category_round_robin_optimized,100.0,100.0,0.0033416140067856
input_ranges_algorithm_1,True,True,False,1,61,1,0,1,egalitarian_algorithm,100.0,100.0,0.0102724649768788
input_ranges_algorithm_1,True,True,False,1,61,1,0,1,utilitarian_algorithm,100.0,100.0,0.0015713390021119
input_ranges_algorithm_1,True,True,False,1,61,1,0,1,iterated_maximum_matching,100.0,100.0,0.001174364995677
input_ranges_algorithm_1,True,True,False,1,61,1,0,16,per_category_round_robin,0.0,100.0,1.3171145279775374
input_ranges_algorithm_1,True,True,False,1,61,1,0,16,per_category_round_robin_optimized,0.0,100.0,1.2914385710028
input_ranges_algorithm_1,True,True,False,1,61,1,0,16,egalitarian_algorithm,6.25,100.0,0.0362404170155059
input_ranges_algorithm_1,True,True,False,1,61,1,0,16,utilitarian_algorithm,0.0,100.0,0.0018287079874426
input_ranges_algorithm_1,True,True,False,1,61,1,0,16,iterated_maximum_matching,0.0,100.0,0.0021035200043115
input_ranges_algorithm_1,True,True,False,1,61,1,0,31,per_category_round_robin,0.0,100.0,4.990267982997466
input_ranges_algorithm_1,True,True,False,1,61,1,0,31,per_category_round_robin_optimized,0.0,100.0,4.9229569750023074
input_ranges_algorithm_1,True,True,False,1,61,1,0,31,egalitarian_algorithm,3.2258064516129026,99.99999999999991,0.1404353810066823
input_ranges_algorithm_1,True,True,False,1,61,1,0,31,utilitarian_algorithm,0.0,100.0,0.003844654012937
input_ranges_algorithm_1,True,True,False,1,61,1,0,31,iterated_maximum_matching,0.0,100.0,0.0039339509967248
input_ranges_algorithm_1,True,True,False,1,61,1,0,46,per_category_round_robin,0.0,100.0,10.696141693013487
input_ranges_algorithm_1,True,True,False,1,61,1,0,46,per_category_round_robin_optimized,0.0,100.0,10.754858913976932
input_ranges_algorithm_1,True,True,False,1,61,1,0,46,egalitarian_algorithm,2.17391304347826,100.0,0.0979183530143927
input_ranges_algorithm_1,True,True,False,1,61,1,0,46,utilitarian_algorithm,0.0,100.0,0.0035634689847938
input_ranges_algorithm_1,True,True,False,1,61,1,0,46,iterated_maximum_matching,0.0,100.0,0.0040063859778456
input_ranges_algorithm_1,True,True,False,1,61,1,0,61,egalitarian_algorithm,1.6393442622950811,100.00000000000004,0.1035321709932759
input_ranges_algorithm_1,True,True,False,1,61,1,0,61,utilitarian_algorithm,0.0,100.0,0.0049227950221393
input_ranges_algorithm_1,True,True,False,1,61,1,0,61,iterated_maximum_matching,0.0,100.0,0.0047959820076357
input_ranges_algorithm_1,True,True,False,1,61,1,0,76,egalitarian_algorithm,1.3157894736842095,99.99999999999989,0.2286526069801766
input_ranges_algorithm_1,True,True,False,1,61,1,0,76,utilitarian_algorithm,0.0,100.0,0.0052639659843407
input_ranges_algorithm_1,True,True,False,1,61,1,0,76,iterated_maximum_matching,0.0,100.0,0.0055586470116395
input_ranges_algorithm_1,True,True,False,1,61,1,0,91,egalitarian_algorithm,1.0989010989010983,99.99999999999974,0.155941930017434
input_ranges_algorithm_1,True,True,False,1,61,1,0,91,utilitarian_algorithm,0.0,100.0,0.0065292110084556
input_ranges_algorithm_1,True,True,False,1,61,1,0,91,iterated_maximum_matching,0.0,100.0,0.0069221449957694
input_ranges_algorithm_1,True,True,False,1,61,1,0,106,egalitarian_algorithm,0.9433962264150936,99.99999999999984,0.2906303310010116
input_ranges_algorithm_1,True,True,False,1,61,1,0,106,utilitarian_algorithm,0.0,100.0,0.0073677479813341
input_ranges_algorithm_1,True,True,False,1,61,1,0,106,iterated_maximum_matching,0.0,100.0,0.007535751996329
input_ranges_algorithm_1,True,True,False,1,76,1,0,1,per_category_round_robin,100.0,100.0,0.0030312750022858
input_ranges_algorithm_1,True,True,False,1,76,1,0,1,per_category_round_robin_optimized,100.0,100.0,0.0051314489974174
input_ranges_algorithm_1,True,True,False,1,76,1,0,1,egalitarian_algorithm,100.0,100.0,0.0069498610100708
input_ranges_algorithm_1,True,True,False,1,76,1,0,1,utilitarian_algorithm,100.0,100.0,0.000908097019419
input_ranges_algorithm_1,True,True,False,1,76,1,0,1,iterated_maximum_matching,100.0,100.0,0.0011774809972848
input_ranges_algorithm_1,True,True,False,1,76,1,0,16,per_category_round_robin,0.0,100.0,1.9446628219739068
input_ranges_algorithm_1,True,True,False,1,76,1,0,16,per_category_round_robin_optimized,0.0,100.0,1.9040395850024647
input_ranges_algorithm_1,True,True,False,1,76,1,0,16,egalitarian_algorithm,6.25,100.0,0.0380048649967648
input_ranges_algorithm_1,True,True,False,1,76,1,0,16,utilitarian_algorithm,0.0,100.0,0.0017564019944984
input_ranges_algorithm_1,True,True,False,1,76,1,0,16,iterated_maximum_matching,0.0,100.0,0.0018374130013398
input_ranges_algorithm_1,True,True,False,1,76,1,0,31,per_category_round_robin,0.0,100.0,7.698547239997424
input_ranges_algorithm_1,True,True,False,1,76,1,0,31,per_category_round_robin_optimized,0.0,100.0,7.517390666005667
input_ranges_algorithm_1,True,True,False,1,76,1,0,31,egalitarian_algorithm,3.2258064516129026,99.99999999999991,0.0589965300168842
input_ranges_algorithm_1,True,True,False,1,76,1,0,31,utilitarian_algorithm,0.0,100.0,0.002681660989765
input_ranges_algorithm_1,True,True,False,1,76,1,0,31,iterated_maximum_matching,0.0,100.0,0.0028565980028361
input_ranges_algorithm_1,True,True,False,1,76,1,0,46,egalitarian_algorithm,2.17391304347826,100.0,0.0805262950016185
input_ranges_algorithm_1,True,True,False,1,76,1,0,46,utilitarian_algorithm,0.0,100.0,0.0053866049856878
input_ranges_algorithm_1,True,True,False,1,76,1,0,46,iterated_maximum_matching,0.0,100.0,0.0052632550068665
input_ranges_algorithm_1,True,True,False,1,76,1,0,61,egalitarian_algorithm,1.6393442622950811,100.00000000000004,0.1020048729842528
input_ranges_algorithm_1,True,True,False,1,76,1,0,61,utilitarian_algorithm,0.0,100.0,0.0047143890114966
input_ranges_algorithm_1,True,True,False,1,76,1,0,61,iterated_maximum_matching,0.0,100.0,0.0044926750124432
input_ranges_algorithm_1,True,True,False,1,76,1,0,76,egalitarian_algorithm,1.3157894736842095,99.99999999999989,0.2141848890169058
input_ranges_algorithm_1,True,True,False,1,76,1,0,76,utilitarian_algorithm,0.0,100.0,0.0073362590046599
input_ranges_algorithm_1,True,True,False,1,76,1,0,76,iterated_maximum_matching,0.0,100.0,0.0078846539836376
input_ranges_algorithm_1,True,True,False,1,76,1,0,91,egalitarian_algorithm,1.0989010989010983,99.99999999999974,0.1636854469834361
input_ranges_algorithm_1,True,True,False,1,76,1,0,91,utilitarian_algorithm,0.0,100.0,0.0085625100182369
input_ranges_algorithm_1,True,True,False,1,76,1,0,91,iterated_maximum_matching,0.0,100.0,0.0098919039883185
input_ranges_algorithm_1,True,True,False,1,76,1,0,106,egalitarian_algorithm,0.9433962264150936,99.99999999999984,0.2781154820113443
input_ranges_algorithm_1,True,True,False,1,76,1,0,106,utilitarian_algorithm,0.0,100.0,0.0105956589977722
input_ranges_algorithm_1,True,True,False,1,76,1,0,106,iterated_maximum_matching,0.0,100.0,0.0082812900072894
input_ranges_algorithm_1,True,True,False,1,91,1,0,1,per_category_round_robin,100.0,100.0,0.0035413970181252
input_ranges_algorithm_1,True,True,False,1,91,1,0,1,per_category_round_robin_optimized,100.0,100.0,0.0046851749939378
input_ranges_algorithm_1,True,True,False,1,91,1,0,1,egalitarian_algorithm,100.0,100.0,0.0067700000072363
input_ranges_algorithm_1,True,True,False,1,91,1,0,1,utilitarian_algorithm,100.0,100.0,0.0009417390101589
input_ranges_algorithm_1,True,True,False,1,91,1,0,1,iterated_maximum_matching,100.0,100.0,0.0009658650087658
input_ranges_algorithm_1,True,True,False,1,91,1,0,16,per_category_round_robin,0.0,100.0,2.874465536995558
input_ranges_algorithm_1,True,True,False,1,91,1,0,16,per_category_round_robin_optimized,0.0,100.0,2.7969253990158904
input_ranges_algorithm_1,True,True,False,1,91,1,0,16,egalitarian_algorithm,6.25,100.0,0.0283022150106262
input_ranges_algorithm_1,True,True,False,1,91,1,0,16,utilitarian_algorithm,0.0,100.0,0.0020234209951013
input_ranges_algorithm_1,True,True,False,1,91,1,0,16,iterated_maximum_matching,0.0,100.0,0.0025807719794102
input_ranges_algorithm_1,True,True,False,1,91,1,0,31,per_category_round_robin,0.0,100.0,10.812882603990149
input_ranges_algorithm_1,True,True,False,1,91,1,0,31,per_category_round_robin_optimized,0.0,100.0,10.676971498993224
input_ranges_algorithm_1,True,True,False,1,91,1,0,31,egalitarian_algorithm,3.2258064516129026,99.99999999999991,0.0517500860150903
input_ranges_algorithm_1,True,True,False,1,91,1,0,31,utilitarian_algorithm,0.0,100.0,0.0028614570037461
input_ranges_algorithm_1,True,True,False,1,91,1,0,31,iterated_maximum_matching,0.0,100.0,0.0029148170142434
input_ranges_algorithm_1,True,True,False,1,91,1,0,46,egalitarian_algorithm,2.17391304347826,100.0,0.0801673140085768
input_ranges_algorithm_1,True,True,False,1,91,1,0,46,utilitarian_algorithm,0.0,100.0,0.0043187699920963
input_ranges_algorithm_1,True,True,False,1,91,1,0,46,iterated_maximum_matching,0.0,100.0,0.0044014550221618
input_ranges_algorithm_1,True,True,False,1,91,1,0,61,egalitarian_algorithm,1.6393442622950811,100.00000000000004,0.2090409309894312
input_ranges_algorithm_1,True,True,False,1,91,1,0,61,utilitarian_algorithm,0.0,100.0,0.0047593530034646
input_ranges_algorithm_1,True,True,False,1,91,1,0,61,iterated_maximum_matching,0.0,100.0,0.0050224449951201
input_ranges_algorithm_1,True,True,False,1,91,1,0,76,egalitarian_algorithm,1.3157894736842095,99.99999999999989,0.1238434069964569
input_ranges_algorithm_1,True,True,False,1,91,1,0,76,utilitarian_algorithm,0.0,100.0,0.0059401600155979
input_ranges_algorithm_1,True,True,False,1,91,1,0,76,iterated_maximum_matching,0.0,100.0,0.0061143149796407
input_ranges_algorithm_1,True,True,False,1,91,1,0,91,egalitarian_algorithm,1.0989010989010983,99.99999999999974,0.1520461150212213
input_ranges_algorithm_1,True,True,False,1,91,1,0,91,utilitarian_algorithm,0.0,100.0,0.0070300270162988
input_ranges_algorithm_1,True,True,False,1,91,1,0,91,iterated_maximum_matching,0.0,100.0,0.0892044650099705
input_ranges_algorithm_1,True,True,False,1,91,1,0,106,egalitarian_algorithm,0.9433962264150936,99.99999999999984,0.1766129359893966
input_ranges_algorithm_1,True,True,False,1,91,1,0,106,utilitarian_algorithm,0.0,100.0,0.0106382990197744
input_ranges_algorithm_1,True,True,False,1,91,1,0,106,iterated_maximum_matching,0.0,100.0,0.0076437940006144
input_ranges_algorithm_1,True,True,False,1,106,1,0,1,per_category_round_robin,100.0,100.0,0.0050047010008711
input_ranges_algorithm_1,True,True,False,1,106,1,0,1,per_category_round_robin_optimized,100.0,100.0,0.0061261110240593
input_ranges_algorithm_1,True,True,False,1,106,1,0,1,egalitarian_algorithm,100.0,100.0,0.0086189059948083
input_ranges_algorithm_1,True,True,False,1,106,1,0,1,utilitarian_algorithm,100.0,100.0,0.0012045000039506
input_ranges_algorithm_1,True,True,False,1,106,1,0,1,iterated_maximum_matching,100.0,100.0,0.0012864940217696
input_ranges_algorithm_1,True,True,False,1,106,1,0,16,per_category_round_robin,0.0,100.0,3.725522086984711
input_ranges_algorithm_1,True,True,False,1,106,1,0,16,per_category_round_robin_optimized,0.0,100.0,3.724484761012718
input_ranges_algorithm_1,True,True,False,1,106,1,0,16,egalitarian_algorithm,6.25,100.0,0.0301041180209722
input_ranges_algorithm_1,True,True,False,1,106,1,0,16,utilitarian_algorithm,0.0,100.0,0.0019453639979474
input_ranges_algorithm_1,True,True,False,1,106,1,0,16,iterated_maximum_matching,0.0,100.0,0.0020593679801095
input_ranges_algorithm_1,True,True,False,1,106,1,0,31,egalitarian_algorithm,3.2258064516129026,99.99999999999991,0.0494788619980681
input_ranges_algorithm_1,True,True,False,1,106,1,0,31,utilitarian_algorithm,0.0,100.0,0.0030376659997273
input_ranges_algorithm_1,True,True,False,1,106,1,0,31,iterated_maximum_matching,0.0,100.0,0.0031897599983494
input_ranges_algorithm_1,True,True,False,1,106,1,0,46,egalitarian_algorithm,2.17391304347826,100.0,0.1727462670241948
input_ranges_algorithm_1,True,True,False,1,106,1,0,46,utilitarian_algorithm,0.0,100.0,0.0042791760060936
input_ranges_algorithm_1,True,True,False,1,106,1,0,46,iterated_maximum_matching,0.0,100.0,0.0040849029901437
input_ranges_algorithm_1,True,True,False,1,106,1,0,61,egalitarian_algorithm,1.6393442622950811,100.00000000000004,0.1035563750192523
input_ranges_algorithm_1,True,True,False,1,106,1,0,61,utilitarian_algorithm,0.0,100.0,0.0052399759879335
input_ranges_algorithm_1,True,True,False,1,106,1,0,61,iterated_maximum_matching,0.0,100.0,0.0053258819971233
input_ranges_algorithm_1,True,True,False,1,106,1,0,76,egalitarian_algorithm,1.3157894736842095,99.99999999999989,0.1544553260027896
input_ranges_algorithm_1,True,True,False,1,106,1,0,76,utilitarian_algorithm,0.0,100.0,0.0086692589975427
input_ranges_algorithm_1,True,True,False,1,106,1,0,76,iterated_maximum_matching,0.0,100.0,0.0086506039951927
input_ranges_algorithm_1,True,True,False,1,106,1,0,91,egalitarian_algorithm,1.0989010989010983,99.99999999999974,0.2491646700073033
input_ranges_algorithm_1,True,True,False,1,106,1,0,91,utilitarian_algorithm,0.0,100.0,0.0067065320035908
input_ranges_algorithm_1,True,True,False,1,106,1,0,91,iterated_maximum_matching,0.0,100.0,0.0068274679942987
input_ranges_algorithm_1,True,True,False,1,106,1,0,106,egalitarian_algorithm,0.9433962264150936,99.99999999999984,0.1735032080032397
input_ranges_algorithm_1,True,True,False,1,106,1,0,106,utilitarian_algorithm,0.0,100.0,0.0080014809791464
input_ranges_algorithm_1,True,True,False,1,106,1,0,106,iterated_maximum_matching,0.0,100.0,0.0078000350040383
input_ranges_algorithm_1,True,True,False,16,1,1,0,1,per_category_round_robin,98.0,98.0,0.0006763740093447
