num_of_agents,num_of_items,value_noise_ratio,algorithm,random_seed,utilitarian_value,egalitarian_value,runtime
4,2,0.2,second_improved_high_multiplicity_fair_allocation,1,0.0,0,0.01320312399911927
4,2,0.5,high_multiplicity_fair_allocation,0,0.0,0,0.012220134998642607
4,2,0.5,high_multiplicity_fair_allocation,1,0.0,0,0.012528631999884965
4,2,0.5,solve,0,0.0,0,0.004792307001480367
4,2,0.5,solve,1,0.0,0,0.004269783999916399
4,2,0.5,improved_high_multiplicity_fair_allocation,0,0.0,0,0.012789505999535322
4,2,0.5,improved_high_multiplicity_fair_allocation,1,0.0,0,0.0126242939986696
4,2,0.5,second_improved_high_multiplicity_fair_allocation,0,0.0,0,0.012447277000319446
4,2,0.5,second_improved_high_multiplicity_fair_allocation,1,0.0,0,0.013884994998079492
4,2,0.8,high_multiplicity_fair_allocation,0,0.0,0,0.012555352001072606
4,2,0.8,high_multiplicity_fair_allocation,1,0.0,0,0.012946515998919494
4,2,0.8,solve,0,0.0,0,0.004996993000531802
4,2,0.8,solve,1,0.0,0,0.0040142510006262455
4,2,0.8,improved_high_multiplicity_fair_allocation,0,0.0,0,0.012708207999821752
4,2,0.8,improved_high_multiplicity_fair_allocation,1,0.0,0,0.012891438000224298
4,2,0.8,second_improved_high_multiplicity_fair_allocation,0,0.0,0,0.012282669998967322
4,2,0.8,second_improved_high_multiplicity_fair_allocation,1,0.0,0,0.013920600998972077
4,2,1,high_multiplicity_fair_allocation,0,0.0,0,0.01251395800136379
4,2,1,high_multiplicity_fair_allocation,1,154.25,134,0.019886895999661647
4,2,1,solve,0,0.0,0,0.0050742580024234485
4,2,1,solve,1,154.25,134,0.005455569000332616
4,2,1,improved_high_multiplicity_fair_allocation,0,0.0,0,0.011712240000633756
4,2,1,improved_high_multiplicity_fair_allocation,1,154.25,134,0.01922757099964656
4,2,1,second_improved_high_multiplicity_fair_allocation,0,0.0,0,0.012560797997139161
4,2,1,second_improved_high_multiplicity_fair_allocation,1,154.25,134,0.01984949100005906
4,3,0,high_multiplicity_fair_allocation,0,0.0,0,0.06378236299860873
4,3,0,high_multiplicity_fair_allocation,1,0.0,0,0.014270206000219332
4,3,0,solve,0,0.0,0,0.013161840000975644
4,3,0,solve,1,0.0,0,0.004416001997014973
4,3,0,improved_high_multiplicity_fair_allocation,0,0.0,0,0.06660133699915605
4,3,0,improved_high_multiplicity_fair_allocation,1,0.0,0,0.014992378997703781
4,3,0,second_improved_high_multiplicity_fair_allocation,0,0.0,0,0.013958070001535816
4,3,0,second_improved_high_multiplicity_fair_allocation,1,0.0,0,0.015540216998488177
4,3,0.2,high_multiplicity_fair_allocation,0,0.0,0,0.05114268900069874
4,3,0.2,high_multiplicity_fair_allocation,1,0.0,0,0.014986062000389211
4,3,0.2,solve,0,0.0,0,0.0055079480007407255
4,3,0.2,solve,1,0.0,0,0.004377511999337003
4,3,0.2,improved_high_multiplicity_fair_allocation,0,0.0,0,0.05113962299947161
4,3,0.2,improved_high_multiplicity_fair_allocation,1,0.0,0,0.014944761001970619
4,3,0.2,second_improved_high_multiplicity_fair_allocation,0,0.0,0,0.01400443899910897
4,3,0.2,second_improved_high_multiplicity_fair_allocation,1,0.0,0,0.0154379509986029
4,3,0.5,high_multiplicity_fair_allocation,0,0.0,0,0.10157597499710391
4,3,0.5,high_multiplicity_fair_allocation,1,0.0,0,0.015668448999349494
4,3,0.5,solve,0,0.0,0,0.0057740170013858005
4,3,0.5,solve,1,0.0,0,0.008498726998368511
4,3,0.5,improved_high_multiplicity_fair_allocation,0,0.0,0,0.13658221299920115
4,3,0.5,improved_high_multiplicity_fair_allocation,1,0.0,0,0.015938749002089025
4,3,0.5,second_improved_high_multiplicity_fair_allocation,0,0.0,0,0.012938554998982
4,3,0.5,second_improved_high_multiplicity_fair_allocation,1,0.0,0,0.014841095999145182
4,3,0.8,high_multiplicity_fair_allocation,0,159.89261233815688,139.60396039603958,0.02772818400262622
4,3,0.8,high_multiplicity_fair_allocation,1,0.0,0,0.015778707998833852
4,3,0.8,solve,0,159.73076923076923,139.60396039603958,0.009196299000905128
4,3,0.8,solve,1,0.0,0,0.003992843001469737
4,3,0.8,improved_high_multiplicity_fair_allocation,0,159.89261233815688,139.60396039603958,0.028820322000683518
4,3,0.8,improved_high_multiplicity_fair_allocation,1,0.0,0,0.015239598000334809
4,3,0.8,second_improved_high_multiplicity_fair_allocation,0,0.0,0,0.01360441799988621
4,3,0.8,second_improved_high_multiplicity_fair_allocation,1,0.0,0,0.015106152997759636
4,3,1,high_multiplicity_fair_allocation,0,165.9417834640607,154.45544554455446,0.07205710500056739
4,3,1,high_multiplicity_fair_allocation,1,0.0,0,0.021377765999204712
4,3,1,solve,0,165.76970554198277,154.45544554455446,0.008184581001842162
4,3,1,solve,1,0.0,0,0.004640478000510484
4,3,1,improved_high_multiplicity_fair_allocation,0,165.9417834640607,154.45544554455446,0.07413329100018018
4,3,1,improved_high_multiplicity_fair_allocation,1,0.0,0,0.02228902600108995
4,3,1,second_improved_high_multiplicity_fair_allocation,0,0.0,0,0.014425727000343613
4,3,1,second_improved_high_multiplicity_fair_allocation,1,0.0,0,0.016432089996669674
4,5,0,high_multiplicity_fair_allocation,0,150.15853665758715,115.73033707865167,0.31739879199813004
4,5,0,high_multiplicity_fair_allocation,1,152.59678141727215,133.66336633663366,1.3938759459997527
4,5,0,solve,0,147.95835678886795,107.86516853932584,0.031691342999693006
4,5,0,solve,1,152.71157550537663,132.67326732673268,0.020056967998243636
4,5,0,improved_high_multiplicity_fair_allocation,0,150.15853665758715,115.73033707865167,0.32175625799936824
4,5,0,improved_high_multiplicity_fair_allocation,1,152.59678141727215,133.66336633663366,1.3398040130014124
4,5,0,second_improved_high_multiplicity_fair_allocation,0,0.0,0,0.01581796599930385
4,5,0,second_improved_high_multiplicity_fair_allocation,1,0.0,0,0.01507171599951107
4,5,0.2,high_multiplicity_fair_allocation,0,149.66480278980276,119.31818181818181,0.30173508299776586
4,5,0.2,high_multiplicity_fair_allocation,1,158.89282016436937,136.0,0.22362975400028517
4,5,0.2,solve,0,148.3615921115921,109.09090909090908,0.07742597000105889
4,5,0.2,solve,1,158.48214821482148,139.3939393939394,0.04498210299789207
4,5,0.2,improved_high_multiplicity_fair_allocation,0,149.66480278980276,119.31818181818181,0.3167300550012442
4,5,0.2,improved_high_multiplicity_fair_allocation,1,158.89282016436937,136.0,0.22664950500256964
4,5,0.2,second_improved_high_multiplicity_fair_allocation,0,0.0,0,0.015615547003108077
4,5,0.2,second_improved_high_multiplicity_fair_allocation,1,0.0,0,0.01668041099765105
4,5,0.5,high_multiplicity_fair_allocation,0,151.801095565919,124.44444444444444,0.46947044899934554
4,5,0.5,high_multiplicity_fair_allocation,1,170.77525252525254,148.0,0.5119123030017363
4,5,0.5,solve,0,150.28928862239988,122.22222222222223,0.05799934199967538
4,5,0.5,solve,1,169.13636363636363,136.0,0.020146250000834698
4,5,0.5,improved_high_multiplicity_fair_allocation,0,151.801095565919,124.44444444444444,0.47569457899953704
4,5,0.5,improved_high_multiplicity_fair_allocation,1,170.77525252525254,148.0,0.5030694039996888
4,5,0.5,second_improved_high_multiplicity_fair_allocation,0,0.0,0,0.05157716300163884
4,5,0.5,second_improved_high_multiplicity_fair_allocation,1,0.0,0,0.015318563000619179
4,5,0.8,high_multiplicity_fair_allocation,0,149.69800249357917,125.27472527472527,14.448158952000085
4,5,0.8,high_multiplicity_fair_allocation,1,171.42857142857144,136.36363636363635,13.408431471998483
4,5,0.8,solve,0,149.69800249357917,125.27472527472527,0.08360926500245114
4,5,0.8,solve,1,179.39574314574315,165.0,0.010696745997847756
4,5,0.8,improved_high_multiplicity_fair_allocation,0,149.69800249357917,125.27472527472527,14.424894780000614
4,5,0.8,improved_high_multiplicity_fair_allocation,1,171.42857142857144,136.36363636363635,14.171740862999286
4,5,0.8,second_improved_high_multiplicity_fair_allocation,0,0.0,0,0.016269599000224844
4,5,0.8,second_improved_high_multiplicity_fair_allocation,1,0.0,0,0.017410942000424257
4,5,1,high_multiplicity_fair_allocation,0,156.51345100505804,126.08695652173914,2.279406239002128
4,5,1,high_multiplicity_fair_allocation,1,180.96854432278673,134.0,0.22740158200031146
4,5,1,solve,0,156.03876746075426,126.08695652173914,0.16621863199907239
4,5,1,solve,1,179.18801373808265,138.3838383838384,0.02325586699953419
4,5,1,improved_high_multiplicity_fair_allocation,0,156.51345100505804,126.08695652173914,2.426141916999768
4,5,1,improved_high_multiplicity_fair_allocation,1,180.96854432278673,134.0,0.19953379900107393
4,5,1,second_improved_high_multiplicity_fair_allocation,0,0.0,0,0.017820932996983174
4,5,1,second_improved_high_multiplicity_fair_allocation,1,0.0,0,0.018839347998437006
4,6,0,high_multiplicity_fair_allocation,0,202.07834098025228,154.54545454545453,1.842624163000437
